source	target	weight
KDR	FLT1	0.857142857
PAK4	PAK7	0.857142857
MAPK4	MAPK6	0.857142857
CAMK1	CAMK1G	0.857142857
CAMK2D	CAMK2A	0.85
PRKACB	PRKACG	0.837209302
RAF1	MAP2K1	0.836734694
TGFBR2	TGFBR1	0.833333333
MAP3K12	MAP3K6	0.8
MAP3K12	MAP4K4	0.8
MAP3K12	MAP4K3	0.8
MAP3K12	MAP3K13	0.8
CAMK2G	CAMK2A	0.8
PRKCB	PRKCA	0.795180723
WEE1	PKMYT1	0.777777778
PAK7	PAK6	0.777777778
CAMK2B	CAMK2A	0.761904762
MAPK1	MAPK3	0.760330579
BUB1	PLK1	0.75
BMPR1B	ACVR2B	0.75
MAPK13	MAPK12	0.75
MAP3K11	MAP3K6	0.75
MAP3K11	MAP4K4	0.75
MAP3K11	MAP4K3	0.75
MAP3K11	MAP3K13	0.75
MAP3K6	RPS6KA4	0.75
MAP4K4	RPS6KA4	0.75
MAP4K3	RPS6KA4	0.75
MAP3K13	RPS6KA4	0.75
MAP3K6	MAP3K10	0.75
MAP4K4	MAP3K10	0.75
MAP4K3	MAP3K10	0.75
MAP3K13	MAP3K10	0.75
MAPK11	MAPK13	0.733333333
RPS6KA3	RPS6KA2	0.727272727
MAPK3	MAP2K1	0.725
MAPK3	RAF1	0.700854701
CDK4	CDK6	0.695652174
IKBKB	CHUK	0.681818182
EIF2AK1	EIF2AK3	0.666666667
BUB1B	BUB1	0.666666667
BMPR2	BMPR1A	0.666666667
ACVR2B	AMHR2	0.666666667
ACVR1	AMHR2	0.666666667
FLT1	FLT4	0.666666667
PAK4	PAK6	0.666666667
TEC	HCK	0.666666667
FGFR3	FGFR4	0.666666667
STK3	TAOK1	0.666666667
TAOK2	TAOK1	0.666666667
MINK1	MAP3K11	0.666666667
GRK5	GRK4	0.666666667
GRK6	GRK4	0.666666667
IRAK3	IRAK2	0.666666667
ULK1	ULK3	0.666666667
ULK1	ULK2	0.666666667
PDGFRA	PDGFRB	0.65
MAPK11	MAPK12	0.647058824
MAPK1	MAP2K1	0.644067797
MAP2K6	MAP2K3	0.62962963
MAPK1	RAF1	0.617391304
MAPK10	MAPK9	0.612903226
GUCY2C	GUCY2F	0.6
GUCY2C	NPR2	0.6
GUCY2C	NPR1	0.6
GUCY2C	GUCY2D	0.6
ACVR2B	BMPR2	0.6
ACVR2B	BMPR1A	0.6
BMPR2	ACVR1	0.6
BMPR1A	ACVR1	0.6
FGFR4	FGFR2	0.6
FGFR4	MOS	0.6
FGFR2	MOS	0.6
MAP3K11	MAP3K12	0.6
MAP3K12	RPS6KA4	0.6
MAP3K12	MAP3K10	0.6
ROCK1	ROCK2	0.578947368
KDR	FLT4	0.571428571
ARAF	BRAF	0.571428571
FGFR1	FGFR2	0.571428571
MAP2K1	MAP2K2	0.568421053
LCK	ZAP70	0.555555556
RPS6KA2	RPS6KA6	0.555555556
MAP3K5	MAPKAPK5	0.555555556
MAPK1	MAP2K2	0.55
MAP3K2	MAP2K5	0.545454545
CHEK2	CHEK1	0.538461538
ACVR1B	TGFBR2	0.533333333
MAP2K5	MAPK7	0.533333333
PRKCQ	PRKCH	0.533333333
CHEK1	ATM	0.526315789
RAF1	MAP2K2	0.516129032
DYRK1A	DYRK1B	0.5
EIF2AK4	EIF2AK1	0.5
BUB1B	PLK1	0.5
BUB1	CDC7	0.5
PLK1	WEE1	0.5
PLK1	PKMYT1	0.5
ATR	CHEK1	0.5
NEK2	AURKB	0.5
NEK2	PLK4	0.5
NEK2	AURKA	0.5
PKN2	TNK2	0.5
WNK1	TNK2	0.5
TNK2	CIT	0.5
RIPK3	MARK2	0.5
MARK2	ROR2	0.5
MARK2	HIPK2	0.5
CSNK1A1L	CSNK1G2	0.5
CSNK1A1L	CSNK1G3	0.5
CSNK1A1L	CSNK1G1	0.5
BMPR1B	BMPR2	0.5
BMPR1B	BMPR1A	0.5
ACVR2B	ACVR1	0.5
BMPR1B	AMHR2	0.5
EPHA4	EPHA1	0.5
EPHB1	EPHA1	0.5
EPHA4	EPHB6	0.5
EPHB1	EPHB6	0.5
EPHA4	EPHB4	0.5
EPHB1	EPHB4	0.5
EPHA4	EPHA2	0.5
EPHB1	EPHA2	0.5
EPHA4	EPHA3	0.5
EPHB1	EPHA3	0.5
EPHA4	EPHA5	0.5
EPHB1	EPHA5	0.5
EPHA4	EPHA6	0.5
EPHB1	EPHA6	0.5
EPHA4	EPHA7	0.5
EPHB1	EPHA7	0.5
EPHA4	EPHA8	0.5
EPHB1	EPHA8	0.5
EPHA4	EPHB3	0.5
EPHB1	EPHB3	0.5
EPHA1	LIMK2	0.5
EPHB6	LIMK2	0.5
EPHB4	LIMK2	0.5
EPHA2	LIMK2	0.5
EPHA3	LIMK2	0.5
EPHA5	LIMK2	0.5
EPHA6	LIMK2	0.5
EPHA7	LIMK2	0.5
EPHA8	LIMK2	0.5
EPHB3	LIMK2	0.5
MOS	STK3	0.5
MOS	TAOK2	0.5
CASK	ZAK	0.5
STK3	TAOK3	0.5
TAOK2	TAOK3	0.5
ZAK	TAOK3	0.5
TAOK3	NTRK2	0.5
RPS6KA3	RPS6KA6	0.5
MAP3K4	MAP3K3	0.5
MAPK6	MAP3K11	0.5
MAP3K3	MAP3K12	0.5
STK3	MAP3K6	0.5
TAOK2	MAP3K6	0.5
MAP3K4	MAP3K6	0.5
MINK1	MAP3K6	0.5
STK3	MAP4K4	0.5
TAOK2	MAP4K4	0.5
MAP3K4	MAP4K4	0.5
MINK1	MAP4K4	0.5
STK3	MAP4K3	0.5
TAOK2	MAP4K3	0.5
MAP3K4	MAP4K3	0.5
MINK1	MAP4K3	0.5
STK3	MAP3K13	0.5
TAOK2	MAP3K13	0.5
MAP3K4	MAP3K13	0.5
MINK1	MAP3K13	0.5
MAP3K11	RPS6KA4	0.5
MAP3K11	MAP3K10	0.5
MAP3K6	MAP4K1	0.5
MAP4K4	MAP4K1	0.5
MAP4K3	MAP4K1	0.5
MAP3K13	MAP4K1	0.5
MAP3K6	MAP3K8	0.5
MAP4K4	MAP3K8	0.5
MAP4K3	MAP3K8	0.5
MAP3K13	MAP3K8	0.5
MAP3K6	MAPKAPK5	0.5
MAP4K4	MAPKAPK5	0.5
MAP4K3	MAPKAPK5	0.5
MAP3K13	MAPKAPK5	0.5
MAPKAPK5	MAP3K9	0.5
MINK1	SGK3	0.5
SGK1	SGK3	0.5
MINK1	SGK2	0.5
SGK1	SGK2	0.5
PRKCI	PRKCZ	0.5
PRKCZ	PRKCH	0.5
TBK1	IRAK4	0.5
STK11	STRADA	0.5
STRADA	STRADB	0.5
STRADB	PDK4	0.5
STRADB	PDK3	0.5
TXK	STK39	0.5
TXK	PRKD2	0.5
TRIO	KALRN	0.5
LRRK2	PINK1	0.5
MAP3K1	MAP2K4	0.489361702
JAK3	JAK1	0.481481481
MAPK3	MAP2K2	0.473684211
MAP2K7	MAPK13	0.473684211
ACVR1C	TGFBR2	0.466666667
WEE1	CHEK1	0.461538462
MAPKAPK2	MAPKAPK3	0.461538462
RPS6KA3	MAP2K5	0.461538462
ATR	CHEK2	0.454545455
MAP3K4	MAP3K2	0.454545455
MAP3K3	MAP2K5	0.454545455
PRKCH	PRKD1	0.454545455
ACVR1B	TGFBR1	0.444444444
FGFR1	FGFR3	0.444444444
MKNK2	MKNK1	0.444444444
RPS6KA2	RPS6KA1	0.444444444
MAP3K4	MAP3K12	0.444444444
MAP3K2	MAP3K12	0.444444444
MAP2K5	MAP3K6	0.444444444
MAP2K5	MAP4K4	0.444444444
MAP2K5	MAP4K3	0.444444444
MAP2K5	MAP3K13	0.444444444
MAP3K12	MAP4K1	0.444444444
MAP3K12	MAP3K8	0.444444444
MAP3K6	MAP3K5	0.444444444
MAP4K4	MAP3K5	0.444444444
MAP4K3	MAP3K5	0.444444444
MAP3K13	MAP3K5	0.444444444
MAP3K5	MAP3K9	0.444444444
MAPK14	MAP2K6	0.44
CDK2	CDK4	0.4375
PLK1	CDC7	0.428571429
KIT	FLT3	0.428571429
FES	TEC	0.428571429
FES	HCK	0.428571429
FGFR3	FGFR2	0.428571429
FGFR3	MOS	0.428571429
MAP3K14	CHUK	0.428571429
MAP2K7	MAPK12	0.428571429
MAPK4	MAP3K11	0.428571429
MAPK6	MAP3K6	0.428571429
MAPK6	MAP4K4	0.428571429
MAPK6	MAP4K3	0.428571429
MAPK6	MAP3K13	0.428571429
MAP3K3	RPS6KA4	0.428571429
MAP3K3	MAP3K10	0.428571429
MAP3K12	MAPKAPK5	0.428571429
ERBB3	ERBB4	0.428571429
PRKCD	PRKCE	0.423076923
PAK6	PAK2	0.421052632
RPS6KA3	RPS6KA1	0.421052632
CSNK1D	CSNK1A1	0.416666667
RPS6KA2	MAP3K4	0.416666667
MAP3K4	MAP2K5	0.416666667
MAP2K5	MAP3K8	0.416666667
PAK2	PAK1	0.411764706
PRKCE	PRKCH	0.411764706
PRKCD	PRKCH	0.409090909
CDC7	WEE1	0.4
GUCY2F	PRKG2	0.4
NPR2	PRKG2	0.4
NPR1	PRKG2	0.4
GUCY2D	PRKG2	0.4
GUCY2F	PRKG1	0.4
NPR2	PRKG1	0.4
NPR1	PRKG1	0.4
GUCY2D	PRKG1	0.4
MARK2	CSNK2A2	0.4
BMPR1B	ACVR1	0.4
BMPR2	AMHR2	0.4
BMPR1A	AMHR2	0.4
FGR	FES	0.4
MATK	FES	0.4
FGR	TEC	0.4
MATK	TEC	0.4
FGR	HCK	0.4
MATK	HCK	0.4
HCK	BTK	0.4
MOS	TAOK1	0.4
MAP3K14	IKBKB	0.4
MAPK14	MAP2K3	0.4
RPS6KA5	MAP2K5	0.4
STK3	MAP3K12	0.4
TAOK2	MAP3K12	0.4
MAP2K5	MAP3K12	0.4
MINK1	MAP3K12	0.4
TAOK1	MAP3K6	0.4
RPS6KA3	MAP3K6	0.4
TAOK1	MAP4K4	0.4
RPS6KA3	MAP4K4	0.4
TAOK1	MAP4K3	0.4
RPS6KA3	MAP4K3	0.4
TAOK1	MAP3K13	0.4
RPS6KA3	MAP3K13	0.4
MKNK2	RPS6KA4	0.4
MKNK2	MAP3K10	0.4
MAPK13	MAP3K8	0.4
MAP3K12	MAP3K5	0.4
STK3	MAPKAPK5	0.4
TAOK2	MAPKAPK5	0.4
MKNK1	MAPKAPK5	0.4
MAP3K11	MAP3K9	0.4
RPS6KA4	MAP3K9	0.4
MAP3K10	MAP3K9	0.4
MAP3K11	MAP4K5	0.4
RPS6KA4	MAP4K5	0.4
MAP3K10	MAP4K5	0.4
PRKCQ	PRKD1	0.4
PDK4	PDK1	0.4
PDK3	PDK1	0.4
BRAF	MAP2K2	0.396825397
MAP2K4	MAP2K6	0.394736842
CDK2	CDK6	0.392857143
PRKACA	PRKY	0.392857143
PRKACA	PRKX	0.392857143
ATR	ATM	0.388888889
ACVR1C	TGFBR1	0.388888889
PAK7	PAK2	0.388888889
MAP2K3	MAP2K7	0.384615385
RPS6KA3	MAP3K4	0.384615385
RPS6KA2	MAP2K5	0.384615385
MAPKAPK2	MAPKAPK5	0.384615385
PRKCD	PRKCQ	0.384615385
PRKCI	PRKCH	0.384615385
AKT2	AKT1	0.38372093
BRAF	AKT3	0.382978723
MAPK12	MAPK7	0.380952381
PRKCE	PRKCQ	0.380952381
MAPK12	MAPK10	0.379310345
PRKDC	PLK1	0.375
BUB1	WEE1	0.375
BUB1	PKMYT1	0.375
ACVR2A	ACVR2B	0.375
PTK2	SRC	0.375
FGFR1	FGFR4	0.375
FGFR1	MOS	0.375
MAP2K7	MAP3K3	0.375
MAP3K4	MAPK7	0.375
MAP3K2	MAPK7	0.375
MAP3K4	MAP3K11	0.375
MAPK6	MAP3K12	0.375
MAP3K3	MAP3K6	0.375
MAPK4	MAP3K6	0.375
MAP3K3	MAP4K4	0.375
MAPK4	MAP4K4	0.375
MAP3K3	MAP4K3	0.375
MAPK4	MAP4K3	0.375
MAP3K3	MAP3K13	0.375
MAPK4	MAP3K13	0.375
MAP3K4	RPS6KA4	0.375
MAP3K2	RPS6KA4	0.375
MAP3K4	MAP3K10	0.375
MAP3K2	MAP3K10	0.375
MAP3K11	MAP4K1	0.375
RPS6KA4	MAP4K1	0.375
MAP3K10	MAP4K1	0.375
MAP3K11	MAP3K8	0.375
RPS6KA4	MAP3K8	0.375
MAP3K10	MAP3K8	0.375
PRKCZ	PRKD1	0.375
PRKCE	PRKD1	0.375
MAP2K4	MAPK8	0.371428571
PRKCZ	PRKCD	0.37037037
WEE1	ATM	0.368421053
AKT3	AKT1	0.364705882
MAP2K4	MAP2K7	0.363636364
MAP2K5	MAPK6	0.363636364
RPS6KA3	MAP3K12	0.363636364
MAPK4	MAP4K1	0.363636364
MAP3K3	MAP3K8	0.363636364
PRKCZ	PRKCE	0.363636364
AKT1	MAPK1	0.362962963
BRAF	AKT2	0.36
PKMYT1	CHEK1	0.357142857
ROCK2	LIMK1	0.357142857
BTK	LYN	0.357142857
JAK1	TYK2	0.357142857
MAP2K6	MAP2K7	0.357142857
MAP2K6	MAPK12	0.357142857
RPS6KA5	MAP3K3	0.357142857
MAP2K7	MAP3K4	0.352941176
MAP2K7	MAP3K2	0.352941176
MAP2K7	MAP3K8	0.352941176
MAPK12	MAP3K8	0.352941176
PRKACG	PRKACA	0.352941176
CHEK2	ATM	0.35
ARAF	AKT3	0.35
PRKCG	PRKCB	0.347222222
MAP3K7	MAP2K6	0.342105263
CDK4	PAK3	0.340909091
MAPK8	MAPK14	0.337209302
EEF2K	EIF2AK1	0.333333333
EIF2AK4	EIF2AK3	0.333333333
EIF2AK3	ERN1	0.333333333
BUB1B	CDC7	0.333333333
WEE1	CDK1	0.333333333
PKMYT1	CDK1	0.333333333
BUB1	AURKB	0.333333333
BUB1	PLK4	0.333333333
BUB1	AURKA	0.333333333
ADRBK2	PRKD3	0.333333333
CSNK2A2	CSNK2A1	0.333333333
CSNK1G2	STK36	0.333333333
CSNK1G3	STK36	0.333333333
CSNK1G1	STK36	0.333333333
PIM1	PIM2	0.333333333
FLT3	CSF1R	0.333333333
ACVR2A	BMPR1B	0.333333333
BMPR2	ACVRL1	0.333333333
EPHB2	EPHA1	0.333333333
EPHB2	EPHB6	0.333333333
EPHB2	EPHB4	0.333333333
EPHB2	EPHA2	0.333333333
EPHB2	EPHA3	0.333333333
EPHB2	EPHA5	0.333333333
EPHB2	EPHA6	0.333333333
EPHB2	EPHA7	0.333333333
EPHB2	EPHA8	0.333333333
EPHB2	EPHB3	0.333333333
EPHA4	LIMK2	0.333333333
EPHB1	LIMK2	0.333333333
LIMK2	PAK4	0.333333333
PAK4	PAK2	0.333333333
STK24	BMX	0.333333333
FGR	MATK	0.333333333
BMX	FES	0.333333333
BMX	TEC	0.333333333
BMX	HCK	0.333333333
HCK	GSK3A	0.333333333
BTK	SYK	0.333333333
JAK1	JAK2	0.333333333
AURKB	TAOK1	0.333333333
PLK4	TAOK1	0.333333333
AURKA	TAOK1	0.333333333
STK3	ZAK	0.333333333
TAOK2	ZAK	0.333333333
TAOK1	TAOK3	0.333333333
STK3	NTRK2	0.333333333
TAOK2	NTRK2	0.333333333
ZAK	NTRK2	0.333333333
TAOK3	STK4	0.333333333
RAF1	MAPK8	0.333333333
MAP2K1	MAPK8	0.333333333
MAP2K7	MAPK11	0.333333333
MAP2K6	MAPK13	0.333333333
MAP2K3	MAPK12	0.333333333
MAP2K7	MAPK10	0.333333333
NTRK2	MAPKAPK3	0.333333333
RPS6KB2	RPS6KA2	0.333333333
RPS6KA2	MAP3K3	0.333333333
RPS6KA5	MAP3K2	0.333333333
MAPK12	MAP2K5	0.333333333
RPS6KA3	MAPK7	0.333333333
MAP2K5	MAPK4	0.333333333
MAPK7	MAPK6	0.333333333
STK3	MINK1	0.333333333
TAOK2	MINK1	0.333333333
MAPK6	MINK1	0.333333333
MAP2K5	MAP3K11	0.333333333
TAOK1	MAP3K12	0.333333333
MAP2K7	MAP3K12	0.333333333
MAPK12	MAP3K12	0.333333333
MAPK4	MAP3K12	0.333333333
MOS	MAP3K6	0.333333333
MKNK2	MAP3K6	0.333333333
MAP3K2	MAP3K6	0.333333333
MOS	MAP4K4	0.333333333
MKNK2	MAP4K4	0.333333333
MAP3K2	MAP4K4	0.333333333
MOS	MAP4K3	0.333333333
MKNK2	MAP4K3	0.333333333
MAP3K2	MAP4K3	0.333333333
MOS	MAP3K13	0.333333333
MKNK2	MAP3K13	0.333333333
MAP3K2	MAP3K13	0.333333333
TAOK3	RPS6KA4	0.333333333
RPS6KA2	RPS6KA4	0.333333333
RPS6KA6	RPS6KA4	0.333333333
MAP2K5	RPS6KA4	0.333333333
TAOK3	MAP3K10	0.333333333
RPS6KA2	MAP3K10	0.333333333
RPS6KA6	MAP3K10	0.333333333
MAP2K5	MAP3K10	0.333333333
MAP3K4	MAP4K1	0.333333333
MAP3K4	MAP3K8	0.333333333
MAP3K2	MAP3K8	0.333333333
MAP4K1	MAP3K8	0.333333333
MAP2K7	MAP3K5	0.333333333
MAP3K11	MAP3K5	0.333333333
RPS6KA4	MAP3K5	0.333333333
MAP3K10	MAP3K5	0.333333333
TAOK1	MAPKAPK5	0.333333333
MAP3K11	MAPKAPK5	0.333333333
RPS6KA4	MAPKAPK5	0.333333333
MAP3K10	MAPKAPK5	0.333333333
RPS6KA5	MAP3K9	0.333333333
MAP3K6	MAP3K9	0.333333333
MAP4K4	MAP3K9	0.333333333
MAP4K3	MAP3K9	0.333333333
MAP3K13	MAP3K9	0.333333333
MAP3K6	MAP4K5	0.333333333
MAP4K4	MAP4K5	0.333333333
MAP4K3	MAP4K5	0.333333333
MAP3K13	MAP4K5	0.333333333
MAP3K9	MAP4K5	0.333333333
FGR	SGK1	0.333333333
MINK1	SGK1	0.333333333
MAP3K11	SGK3	0.333333333
RPS6KA4	SGK3	0.333333333
MAP3K10	SGK3	0.333333333
MAP3K11	SGK2	0.333333333
RPS6KA4	SGK2	0.333333333
MAP3K10	SGK2	0.333333333
PRKCI	PRKD1	0.333333333
MAP3K8	TBK1	0.333333333
IRAK4	IRAK2	0.333333333
YES1	TEK	0.333333333
YES1	MERTK	0.333333333
NTRK2	ADRBK1	0.333333333
RNASEL	ULK1	0.333333333
PRKAA1	STK11	0.333333333
PRKAA2	STK11	0.333333333
ULK3	STRADA	0.333333333
ULK2	STRADA	0.333333333
STRADA	PDK4	0.333333333
STRADA	PDK3	0.333333333
ARAF	MAP2K2	0.327586207
RPS6KB1	MTOR	0.323529412
CAMK2A	PRKCG	0.323529412
CAMK2G	PRKCG	0.322580645
AKT1	MAPK3	0.322147651
AKT2	IKBKB	0.320754717
RIPK1	MAP3K1	0.319148936
RPS6KA1	RPS6KA5	0.318181818
PRKCZ	PRKCQ	0.318181818
PAK6	ROCK2	0.3125
PDGFRB	FGFR1	0.3125
RPS6KB2	RPS6KA3	0.3125
MKNK1	RPS6KA5	0.3125
RPS6KA2	RPS6KA5	0.3125
MAPK13	MAP3K4	0.3125
MAP3K3	MAPK7	0.3125
MAPK7	MAPK4	0.3125
MAPK12	MAPK6	0.3125
MAPK11	MAP3K8	0.3125
RPS6KA5	MAP3K5	0.3125
CAMK2B	PRKCG	0.3125
CAMK2D	PRKCG	0.3125
TYK2	JAK2	0.310344828
MAPK13	MAPK10	0.310344828
MAPK13	MAPK9	0.310344828
BRAF	MAP2K1	0.309278351
MAP3K1	MAPK8	0.308641975
CSNK1E	CSNK1D	0.307692308
LIMK1	MYLK	0.307692308
BRAF	RAF1	0.307692308
MAP2K4	MAP2K3	0.307692308
MAP2K3	MAPK11	0.307692308
MAP2K3	MAPK13	0.307692308
RPS6KA3	MAP3K3	0.307692308
RPS6KA2	MAP3K2	0.307692308
MAPK13	MAP3K6	0.307692308
MAPK13	MAP4K4	0.307692308
MAPK13	MAP4K3	0.307692308
MAPK13	MAP3K13	0.307692308
MAP2K5	MAP4K1	0.307692308
MAP3K4	MAP3K5	0.307692308
MAP4K1	MAP3K5	0.307692308
MAP3K8	MAP3K5	0.307692308
RPS6KA5	MAPKAPK5	0.307692308
CAMK4	CAMK1	0.307692308
RAF1	PRKCB	0.305785124
BRAF	MAPK1	0.303921569
MAP3K14	RIPK1	0.303030303
MAP2K4	MAPK13	0.303030303
PLK1	CHEK2	0.3
PKMYT1	ATM	0.3
CDK6	PAK3	0.3
CSNK2A2	NLK	0.3
ACVR2A	BMPR2	0.3
ACVR2A	BMPR1A	0.3
JAK3	TYK2	0.3
EGFR	ERBB2	0.3
RPS6KA3	MAP3K11	0.3
RPS6KA2	MAP3K6	0.3
RPS6KA2	MAP4K4	0.3
RPS6KA2	MAP4K3	0.3
RPS6KA2	MAP3K13	0.3
RPS6KA3	RPS6KA4	0.3
RPS6KA3	MAP3K10	0.3
MAP3K4	MAPKAPK5	0.3
MAP4K1	MAPKAPK5	0.3
MAP3K8	MAPKAPK5	0.3
MKNK1	MAP3K9	0.3
MAP3K5	MAP4K5	0.3
IRAK4	IRAK1	0.3
CHUK	RIPK1	0.29787234
MAP3K14	MAP3K1	0.29787234
MAPK3	MAPK8	0.297101449
RPS6KB2	RPS6KB1	0.296296296
ARAF	AKT2	0.295454545
MKNK1	MAPKAPK2	0.294117647
RPS6KA6	RPS6KA1	0.294117647
RPS6KA3	RPS6KA5	0.294117647
MAPK12	MAP3K3	0.294117647
MAPK13	MAP2K5	0.294117647
MAPK12	MAPK4	0.294117647
MAPK7	MAP4K1	0.294117647
MAPK13	MAP3K5	0.294117647
MAPKAPK2	MAP3K5	0.294117647
PRKACB	PRKACA	0.294117647
EGFR	PDGFRB	0.292682927
CDK1	CHEK1	0.291666667
PRKCI	PRKCD	0.291666667
PRKCG	PRKCA	0.291139241
MAP2K7	MAPK9	0.290322581
MAPK12	MAPK9	0.290322581
PRKACB	PRKY	0.289473684
PRKACB	PRKX	0.289473684
EGFR	PDGFRA	0.288888889
MAP3K7	MAP2K4	0.288888889
AKT3	IKBKB	0.288461538
PRKDC	BUB1B	0.285714286
GUCY2C	PRKG2	0.285714286
GUCY2C	PRKG1	0.285714286
MAP3K7	NLK	0.285714286
LIMK2	PAK7	0.285714286
LIMK2	LIMK1	0.285714286
EGFR	BRAF	0.285714286
AKT2	MAP2K2	0.285714286
PDGFRB	FGFR2	0.285714286
PDGFRB	MOS	0.285714286
ACVR1C	STK3	0.285714286
ACVR1C	TAOK2	0.285714286
STK3	NTRK1	0.285714286
TAOK2	NTRK1	0.285714286
MAP3K1	MAP2K6	0.285714286
MAP2K6	MAPK11	0.285714286
MAP2K4	MAPK12	0.285714286
RPS6KA3	MAP3K2	0.285714286
MAPK13	MAPK7	0.285714286
MAPK4	MINK1	0.285714286
MOS	MAP3K12	0.285714286
MAPK13	MAP3K12	0.285714286
MKNK2	MAP3K12	0.285714286
RPS6KA6	MAP3K6	0.285714286
MAPK7	MAP3K6	0.285714286
RPS6KA6	MAP4K4	0.285714286
MAPK7	MAP4K4	0.285714286
RPS6KA6	MAP4K3	0.285714286
MAPK7	MAP4K3	0.285714286
RPS6KA6	MAP3K13	0.285714286
MAPK7	MAP3K13	0.285714286
MAPKAPK3	RPS6KA4	0.285714286
MAPK6	RPS6KA4	0.285714286
MAPKAPK3	MAP3K10	0.285714286
MAPK6	MAP3K10	0.285714286
RPS6KA3	MAP4K1	0.285714286
RPS6KA3	MAP3K8	0.285714286
MKNK1	MAP3K5	0.285714286
MAP2K5	MAP3K5	0.285714286
MOS	MAPKAPK5	0.285714286
MKNK2	MAPKAPK5	0.285714286
MAP3K12	MAP3K9	0.285714286
MAP3K12	MAP4K5	0.285714286
PRKD1	GRK5	0.285714286
PRKD1	GRK6	0.285714286
PRKY	CAMK2G	0.285714286
PRKX	CAMK2G	0.285714286
ERBB2	ERBB3	0.285714286
ERBB2	ERBB4	0.285714286
CAMK2B	CAMK4	0.285714286
PDK4	PDK2	0.285714286
PDK3	PDK2	0.285714286
CDK2	PAK3	0.282608696
MAPK8	MAPK9	0.281690141
MTOR	PDPK1	0.28125
RPS6KB2	MTOR	0.28
MAP2K6	MAP3K5	0.28
MAP2K4	MAPK10	0.279069767
AKT1	RAF1	0.278195489
MAP3K7	TGFBR1	0.277777778
MAPK13	RPS6KA3	0.277777778
MAPK12	MAP3K4	0.277777778
MAPK12	MAP3K2	0.277777778
RPS6KA2	MAPK7	0.277777778
TGFBR1	MAPKAPK5	0.277777778
PRKCI	PRKCQ	0.277777778
AKT2	MAPK10	0.276595745
MAPK3	PRKCB	0.275862069
