source	target	weight
EPHA5	EPHA4	0.363636364
EPHA6	EPHA3	0.363636364
CSNK1G2	CSNK1G3	0.363636364
CSNK1G2	CSNK1G1	0.363636364
IRAK2	IRAK4	0.363636364
MAPK8	MAPK10	0.360544218
FGFR1	IGF1R	0.358974359
FGFR2	MET	0.358333333
EPHB4	EPHB3	0.357142857
MYLK3	MYLK	0.355932203
PDGFRA	FLT1	0.350515464
EPHA1	EPHA4	0.347826087
FGFR3	FGFR2	0.344827586
EPHA4	EPHA3	0.34375
FGFR2	INSRR	0.338709677
TAF1L	SGK494	0.333333333
LMTK2	AATK	0.333333333
TXK	ITK	0.333333333
FGFR2	IGF1R	0.333333333
EPHA1	EPHA3	0.333333333
SIK3	SIK1	0.333333333
IRAK3	IRAK2	0.333333333
CAMKK1	CAMKK2	0.333333333
STK3	STK4	0.333333333
MYO3A	TSSK3	0.333333333
TSSK3	STK35	0.333333333
CAMK2A	CAMK2B	0.333333333
NRK	TESK2	0.333333333
TESK2	RIOK1	0.333333333
RIOK1	CAMKV	0.333333333
RIOK1	DCLK1	0.333333333
BRD3	GSG2	0.333333333
STRADA	STRADB	0.333333333
MYO3B	STK32C	0.333333333
FGFR4	FGFR1	0.329787234
BRAF	ARAF	0.328571429
ABL1	FYN	0.328358209
CDK8	CDK19	0.328125
PDGFRA	KDR	0.324786325
FLT4	INSRR	0.319148936
ZAP70	SYK	0.316176471
NTRK3	NTRK2	0.315789474
CAMK2B	CAMK2G	0.315068493
PRKCA	PRKCB	0.313953488
ERBB2	FLT1	0.311926606
GRK5	GRK6	0.310344828
STK25	STK24	0.30952381
MYLK2	MYLK	0.308823529
FGFR4	PDGFRA	0.308510638
EPHA7	EPHA4	0.307692308
ABL2	MAP4K5	0.307692308
MAPKAPK5	MAPKAPK3	0.307692308
STK35	UHMK1	0.307692308
EPHB3	EPHB6	0.304347826
PDGFRA	FLT4	0.302083333
MAPKAPK3	RPS6KA4	0.3
PDGFRB	KDR	0.296551724
EPHA7	EPHA3	0.296296296
LIMK1	LIMK2	0.295454545
MAP3K3	RIPK3	0.292079208
GRK1	GRK5	0.291666667
PDGFRB	FLT1	0.291338583
MAP2K7	MAP2K4	0.289855072
CAMK2A	CAMK2D	0.288888889
MET	FLT1	0.286956522
PRKCA	PRKCG	0.285714286
IRAK3	IRAK4	0.285714286
BMPR1A	AMHR2	0.285714286
STK35	CDKL1	0.285714286
TSSK3	NUAK2	0.285714286
UHMK1	NUAK2	0.285714286
FLT1	INSRR	0.283018868
MAPK13	MAPK11	0.281690141
TGFBR1	BMPR1B	0.280952381
ERBB2	FLT4	0.280373832
CAMK2A	CAMK2G	0.28
BMPR1B	ACVR1	0.278195489
PDGFRA	ERBB2	0.277777778
EPHA2	EPHA6	0.275862069
MAPK13	MAPK12	0.272727273
CSNK1G3	CSNK1A1L	0.272727273
CSNK1G1	CSNK1A1L	0.272727273
RPS6KA2	RPS6KA4	0.272727273
CIT	KALRN	0.272727273
ACVR2A	ACVR2B	0.270833333
EPHA2	EPHA5	0.266666667
RPS6KA2	RPS6KA6	0.266666667
ERBB2	KDR	0.265151515
RPS6KA3	RPS6KA2	0.264705882
MAPK11	MAPK14	0.264367816
INSR	IGF1R	0.263157895
EPHB1	EPHB4	0.263157895
PDGFRB	ERBB2	0.261627907
FGFR4	MET	0.261261261
IGF1R	FLT1	0.26119403
EEF2K	MAPKAPK3	0.260869565
EPHA2	EPHA1	0.258064516
MET	FLT4	0.256637168
RPS6KA4	RPS6KA5	0.255813953
ATR	ATM	0.255102041
EGFR	PDGFRB	0.253731343
IGF1R	KDR	0.253246753
PRKCZ	PRKCI	0.25203252
RAF1	BRAF	0.25170068
ITK	TEC	0.25
FGFR3	FGFR1	0.25
EPHA2	EPHA8	0.25
EPHB1	EPHB3	0.25
EPHB1	EPHB6	0.25
NEK8	CDKL5	0.25
MAPK12	MAPK14	0.25
RPS6KA1	RPS6KA2	0.25
KSR2	RPS6KA6	0.25
TSSK1B	MYO3A	0.25
TSSK1B	TSSK3	0.25
MYO3A	CDKL1	0.25
TSSK3	CDKL1	0.25
STK35	TSSK4	0.25
NUAK2	EIF2AK1	0.25
TESK2	KIAA1804	0.25
CAMK1D	CAMKV	0.25
KIAA1804	CAMKV	0.25
CAMK1D	DCLK1	0.25
KIAA1804	DCLK1	0.25
DCLK1	BRD3	0.25
DCLK1	GSG2	0.25
CDK20	CDK15	0.25
FGFR4	PDGFRB	0.248
IGF1R	ERBB2	0.247191011
FYN	SRC	0.24691358
MST4	STK24	0.246753247
MAP2K2	MAP2K1	0.246376812
ERBB2	ERBB3	0.245614035
FGFR3	PDGFRA	0.243478261
MAPKAPK3	MAPKAPK2	0.243243243
MAP3K14	MAP3K1	0.243119266
ERBB3	ERBB4	0.242424242
MET	ERBB2	0.240740741
CAMK4	CAMK1	0.24
CAMK2D	CAMK4	0.239130435
PDGFRA	INSRR	0.238636364
MET	KDR	0.237410072
RPS6KB2	RPS6KB1	0.237288136
PDK1	TXK	0.235294118
EPHA2	EPHA7	0.235294118
INSR	PDGFRB	0.233918129
PDPK1	PDK1	0.233766234
FGFR1	INSRR	0.233333333
PRKAA1	PRKAA2	0.23255814
EPHA3	EPHB3	0.230769231
TXK	INSRR	0.228571429
ACVR1B	ACVR2B	0.228571429
GRK1	GRK6	0.227272727
IGF1R	FLT4	0.22556391
PDGFRB	FLT4	0.224806202
PKMYT1	WEE2-AS1	0.222222222
LYN	LCK	0.221698113
FGFR2	FLT1	0.220930233
AKT1	AKT2	0.220095694
MAP4K1	ABL2	0.219512195
TGFBR1	ACVR1	0.218340611
LCK	ZAP70	0.218181818
IKBKB	MAP3K7	0.21686747
PDK1	INSRR	0.216216216
EGFR	IGF1R	0.214797136
FLT3	INSRR	0.214285714
MAP3K1	MAP3K3	0.214007782
MAPK9	MAPK12	0.211864407
FGFR4	IGF1R	0.210526316
EPHA6	EPHB1	0.210526316
MAP4K5	NEK8	0.210526316
AMHR2	BMPR2	0.209677419
EPHB4	EPHB6	0.208333333
MARK1	MARK4	0.208333333
EGFR	PDGFRA	0.207692308
FLT3	KIT	0.207317073
PDK1	PDK2	0.206896552
JAK2	KIT	0.205714286
BRAF	MOS	0.204081633
RPS6KA1	RPS6KA3	0.203703704
CAMK2B	CAMK4	0.203703704
LYN	SYK	0.203045685
FGFR3	MET	0.203007519
FLT1	ERBB3	0.202702703
SRPK2	SRPK1	0.2
TXK	FLT3	0.2
EPHA5	EPHB1	0.2
EPHA4	EPHB1	0.2
CDKL5	WNK2	0.2
MARK1	MARK2	0.2
MAPKAPK2	RPS6KA4	0.2
ACVRL1	ACVR1C	0.2
TSSK1B	CDKL1	0.2
MYO3A	TSSK4	0.2
TSSK3	TSSK4	0.2
MAP3K11	MAP3K10	0.2
TRIB1	TRIB2	0.2
CAMK1D	GRK4	0.2
TESK1	TESK2	0.2
AAK1	RIOK1	0.2
STK38L	RIOK1	0.2
TESK2	CAMKV	0.2
TESK2	DCLK1	0.2
BRD3	MOK	0.2
GSG2	MOK	0.2
FGFR1	FLT1	0.198198198
ERBB2	INSRR	0.198019802
ABL1	SRC	0.197781885
FGFR3	PDGFRB	0.197278912
INSRR	ERBB3	0.196428571
EGFR	MET	0.196078431
MAPK10	MAPK12	0.196078431
SYK	KIT	0.195945946
KIT	PDGFRB	0.194968553
KDR	INSRR	0.194805195
INSR	PDGFRA	0.194630872
BUB1	BUB1B	0.194029851
LCK	SYK	0.193877551
EPHA3	EPHB1	0.193548387
RAF1	ARAF	0.193548387
MAP2K6	MAP2K7	0.193548387
PHKG2	CAMK4	0.193548387
ITK	FLT3	0.192982456
FGFR2	FLT4	0.192771084
TEK	TIE1	0.192307692
EPHA4	EPHB3	0.192307692
MAPKAPK5	RPS6KA5	0.192307692
MAPK9	MAPK11	0.191666667
TBK1	MAP3K8	0.191489362
CAMK2D	PHKG2	0.191489362
PTK2	PTK2B	0.19138756
PRKCD	PRKCB	0.190954774
PDK1	FLT3	0.19047619
EPHA2	EPHA4	0.19047619
EPHA1	EPHB1	0.19047619
MAP2K3	MAP2K7	0.19047619
TYK2	KIT	0.189781022
RPS6KA3	RPS6KA5	0.189655172
MAP4K1	MAP4K5	0.189189189
MAP3K8	MAP3K7	0.1875
CSNK1G2	CSNK1A1L	0.1875
RPS6KA2	KSR2	0.1875
RPS6KA4	KSR2	0.1875
RPS6KA4	RPS6KA6	0.1875
LIMK2	MYLK3	0.1875
MAPK8	MAPK14	0.187250996
EPHA2	EPHA3	0.186046512
GSK3B	GSK3A	0.185628743
MAPK10	MAPK11	0.184466019
MAP3K7	MAP3K14	0.184210526
ACVRL1	ACVR1B	0.184210526
BMPR1B	BMPR1A	0.183908046
EGFR	ERBB2	0.183823529
MYLK3	ROCK2	0.183673469
CAMK2D	PHKG1	0.183673469
ZAP70	KDR	0.183333333
MARK4	MARK2	0.183098592
EPHA8	EPHB1	0.181818182
CDC42BPG	CDC42BPA	0.181818182
EEF2K	MAPKAPK5	0.181818182
DAPK2	KSR2	0.181818182
DAPK2	RPS6KA6	0.181818182
CDK14	UHMK1	0.181818182
TSSK3	UHMK1	0.181818182
STK35	NUAK2	0.181818182
PHKG1	CAMK4	0.181818182
CLK2	CLK3	0.181818182
HCK	LYN	0.180722892
FGFR1	KDR	0.180451128
ZAP70	FLT1	0.18
PRKCH	PRKCQ	0.18
PRKACA	PRKACB	0.179245283
FGFR2	ERBB2	0.179104478
JAK3	KIT	0.178571429
RPS6KA4	MKNK2	0.178571429
FYN	LCK	0.17839196
ITK	SYK	0.177419355
FLT3	FLT1	0.177419355
FGFR1	ERBB2	0.17721519
MAP3K8	IKBKB	0.176923077
NTRK3	NTRK1	0.176470588
KIT	KDR	0.176470588
MAP4K5	CDKL5	0.176470588
ARAF	MOS	0.176470588
CHUK	MAP3K7	0.176470588
KSR1	KSR2	0.176470588
OXSR1	STK35	0.176470588
NEK8	UHMK1	0.176470588
MYLK3	PHKG2	0.176470588
MAST2	MAST1	0.176470588
FLT3	FLT4	0.175438596
PTK2	KDR	0.175141243
MAPKAPK2	RPS6KA5	0.174603175
JAK1	KIT	0.173652695
PRKCD	PRKCA	0.173611111
PDGFRB	INSRR	0.173553719
KIT	INSR	0.172661871
TBK1	MAP3K14	0.172413793
RPS6KA3	RPS6KA6	0.172413793
ITK	KDR	0.172043011
PTK2	FLT1	0.171974522
KIT	FLT1	0.171717172
KIT	PDGFRA	0.171641791
MYLK3	CAMK4	0.171428571
MAP2K6	MAP2K4	0.171052632
SYK	FLT1	0.170542636
MARK3	MARK1	0.170212766
TAOK2	TAOK1	0.170212766
PAK6	PAK3	0.169642857
CAMK2G	CAMK4	0.169491525
FLT4	ERBB3	0.169014085
PRKCD	PRKCZ	0.168478261
ITK	KIT	0.168421053
FYN	LYN	0.168316832
FGFR3	IGF1R	0.167741935
SGK3	SGK2	0.166666667
BCR	INSR	0.166666667
SYK	KDR	0.166666667
ITK	INSRR	0.166666667
IGF1R	INSRR	0.166666667
EPHA7	EPHB1	0.166666667
EPHA8	EPHB3	0.166666667
CDK18	CDK16	0.166666667
PAK6	PAK2	0.166666667
RPS6KA4	MKNK1	0.166666667
RPS6KA6	DAPK3	0.166666667
CDK14	STK35	0.166666667
TSSK1B	TSSK4	0.166666667
CDKL1	UHMK1	0.166666667
MYLK3	PHKG1	0.166666667
CAMK1	CAMK1D	0.166666667
AAK1	KIAA1804	0.166666667
STK38L	KIAA1804	0.166666667
GRK4	CAMKV	0.166666667
GRK4	DCLK1	0.166666667
DCLK1	MOK	0.166666667
SNRK	STRADA	0.166666667
PRKCD	PRKCG	0.165714286
ITK	ZAP70	0.164948454
ITK	FLT1	0.164383562
EPHB1	EPHB2	0.163636364
CAMK2B	PHKG2	0.163636364
MAPK13	MAPK14	0.163346614
MAP3K7	MAP3K1	0.163265306
RIPK1	MAP3K14	0.162790698
ERBB2	ERBB4	0.162393162
PAK4	PAK2	0.162162162
RPS6KA3	RPS6KA4	0.162162162
MAP3K8	CHUK	0.161538462
ZAP70	KIT	0.161290323
FLT3	ERBB3	0.161290323
RIPK1	MAP3K8	0.161290323
MAPKAPK5	RPS6KA4	0.161290323
TAOK3	ERN1	0.161290323
TXK	FLT1	0.160714286
SYK	JAK2	0.160377358
JAK2	INSR	0.16
ABL2	NEK8	0.16
MAPK14	MAPK1	0.159779614
FLT3	FGFR2	0.157894737
EPHA2	EPHB1	0.157894737
CDK16	CDK17	0.157894737
CAMK2B	PHKG1	0.157894737
PAK2	PAK1	0.157068063
TXK	FLT4	0.156862745
EPHB3	EPHB2	0.156862745
RIPK1	IKBKB	0.156862745
TBK1	MAP3K1	0.156424581
IKBKB	MAP3K14	0.155660377
TGFBR2	TGFBR1	0.155555556
MAP3K1	RIPK3	0.155440415
MAPK9	MAPK14	0.155251142
MYLK2	ROCK2	0.155172414
FGFR1	FLT4	0.154545455
ITK	HCK	0.153846154
KIT	IGF1R	0.153846154
EPHA4	EPHB4	0.153846154
NEK8	WNK2	0.153846154
CDK16	MARK1	0.153846154
TSSK4	UHMK1	0.153846154
EGFR	FGFR1	0.153658537
TBK1	IKBKB	0.152866242
HCK	KIT	0.152542373
CAMK2G	PHKG2	0.152542373
PAK6	PAK1	0.152
MAPK8	MAPK3	0.151624549
PRKCE	PRKCD	0.151515152
RIPK1	RIPK3	0.151515152
JAK3	FLT3	0.150943396
PDK1	FLT4	0.150943396
RPS6KA5	MKNK1	0.150943396
MAPK8	MAPK1	0.150887574
ITK	ERBB3	0.150684932
PAK7	PAK2	0.150442478
PTK2	SYK	0.150234742
BCR	KDR	0.15
INSR	KDR	0.15
EPHA7	EPHB3	0.15
SIK3	CDK16	0.15
STK38	STK38L	0.15
MAP3K7	RIPK3	0.149350649
AKT1	AKT3	0.149253731
PAK4	PAK1	0.149253731
FLT3	CSF1R	0.14893617
HCK	LCK	0.148809524
IRAK2	IRAK1	0.148648649
BMPR1A	BMPR2	0.148648649
PDK1	ITK	0.148148148
EPHA3	EPHB4	0.148148148
EEF2K	RPS6KA4	0.148148148
GRK6	ADRBK1	0.148148148
SYK	PDGFRB	0.147959184
ZAP70	FLT3	0.147727273
BUB1B	NPR1	0.147651007
KIT	BCR	0.147540984
CAMK2G	PHKG1	0.147540984
ZAP70	ERBB3	0.147058824
MAP3K2	MARK1	0.147058824
LIMK2	MYLK2	0.146341463
RIPK1	MAP3K7	0.145985401
TXK	TEC	0.145833333
MET	INSRR	0.145454545
MAP3K4	MAP2K6	0.145454545
IKBKB	RIPK3	0.145348837
ITK	FLT4	0.144927536
IRAK4	IRAK1	0.144927536
KIT	MET	0.144736842
ACVR1B	TGFBR2	0.144578313
SYK	TYK2	0.144508671
MAP2K1	RAF1	0.144230769
PRKCQ	PRKCB	0.143884892
PRKCG	PRKCZ	0.14375
MAPK14	MAPK3	0.143322476
FASTK	PEAK1	0.142857143
PEAK1	TTBK2	0.142857143
RIOK3	PASK	0.142857143
SLK	WNK3	0.142857143
LTK	CDKL2	0.142857143
SYK	JAK3	0.142857143
SYK	PDGFRA	0.142857143
ZAP70	FLT4	0.142857143
TXK	ERBB3	0.142857143
FGFR2	ERBB3	0.142857143
CSF1R	MAP4K1	0.142857143
EPHB3	MAP4K5	0.142857143
EPHB1	NEK8	0.142857143
EPHB3	CDKL5	0.142857143
EPHB3	WNK2	0.142857143
RIPK1	TBK1	0.142857143
MAP3K8	RIPK3	0.142857143
PRKY	CSNK1A1L	0.142857143
MAPKAPK5	MAPKAPK2	0.142857143
MKNK2	RPS6KA6	0.142857143
ULK2	ULK1	0.142857143
SIK3	ACVR1C	0.142857143
ACVR2B	AMHR2	0.142857143
MYO3A	STK35	0.142857143
NEK8	NUAK2	0.142857143
MYO3A	CDK17	0.142857143
TSSK3	CDK17	0.142857143
CDK17	WEE2-AS1	0.142857143
MAP3K13	VRK2	0.142857143
TRIO	CIT	0.142857143
TESK2	AAK1	0.142857143
TESK2	STK38L	0.142857143
AAK1	CAMKV	0.142857143
STK38L	CAMKV	0.142857143
AAK1	DCLK1	0.142857143
STK38L	DCLK1	0.142857143
CDKL5	MYO3B	0.142857143
STRADB	MYO3B	0.142857143
CDKL5	STK32C	0.142857143
STRADB	STK32C	0.142857143
MYO3B	LRRK1	0.142857143
STK32C	LRRK1	0.142857143
ADCK3	ROR2	0.142857143
EPHB4	ROS1	0.142857143
PDK3	PDK2	0.142857143
CDKL5	CDK10	0.142857143
BCR	IGF1R	0.142011834
TBK1	MAP3K7	0.141843972
PTK2	PDGFRB	0.14159292
FGFR2	KDR	0.14159292
RIPK3	LRRK2	0.141509434
KDR	ERBB3	0.141414141
FLT3	KDR	0.141176471
KIT	CSF1R	0.141176471
TXK	KDR	0.141025641
MARK3	MARK2	0.14084507
PRKACA	PRKX	0.140625
RIPK2	RIPK1	0.140495868
HIPK2	NLK	0.140350877
CSNK1A1L	CSNK1A1	0.14
CAMKK1	STK11	0.14
SRC	PTK2	0.139954853
BCR	MST1R	0.139534884
EIF2AK4	PRPF4B	0.139534884
MYLK2	PHKG2	0.139534884
MAPK8	MAPK12	0.139393939
MAPK8	MAPK11	0.139393939
MAP2K3	MAP2K4	0.139240506
BMX	EPHA3	0.138888889
RPS6KA1	RPS6KA6	0.138888889
SYK	IGF1R	0.138613861
PTK2	IGF1R	0.138528139
SYK	JAK1	0.137931034
SYK	INSR	0.137931034
PDK1	ERBB3	0.137931034
TYRO3	CSF1R	0.137931034
GRK5	ADRBK1	0.137931034
KIT	ABL2	0.1375
SRPK1	CLK1	0.137254902
PAK4	PAK3	0.137096774
MAP3K7	MAP3K3	0.136752137
LTK	NTRK3	0.136363636
FLT3	TEK	0.136363636
OXSR1	UHMK1	0.136363636
MYLK2	CAMK4	0.136363636
PRKACA	PRKACG	0.136125654
ZAP70	JAK3	0.136054422
ZAP70	BCR	0.136
PAK7	PAK3	0.136
JAK2	PDGFRB	0.135964912
TYK2	INSR	0.135802469
KIT	FGFR1	0.135714286
ZAP70	PDGFRA	0.135714286
PDK1	FLT1	0.13559322
MAP3K8	MAP3K14	0.135483871
EGFR	FGFR2	0.135204082
EPHA3	EPHB6	0.135135135
ACVR2B	BMPR1A	0.135135135
RPS6KB1	MTOR	0.134615385
BTK	SYK	0.134328358
ITK	AXL	0.134328358
RPS6KA1	RPS6KA5	0.134328358
MYLK3	ROCK1	0.134328358
TXK	ZAP70	0.134146341
PTK2	JAK2	0.134146341
MAP3K14	RIPK3	0.134020619
SYK	ERBB2	0.133333333
NTRK2	AXL	0.133333333
EPHA6	EPHB4	0.133333333
SYK	MAP4K1	0.133333333
EPHB6	MAP4K5	0.133333333
EPHA8	CDKL5	0.133333333
EPHA8	WNK2	0.133333333
GUCY2D	SIK3	0.133333333
OXSR1	TSSK1B	0.133333333
OXSR1	CDKL1	0.133333333
MYLK2	PHKG1	0.133333333
LATS2	LATS1	0.133333333
PDK4	PDK2	0.133333333
INSR	EGFR	0.133016627
MAP3K8	MAP3K1	0.132911392
NTRK1	INSR	0.132352941
NTRK2	FLT1	0.132352941
BRAF	PAK4	0.132352941
TYK2	FLT3	0.132075472
CDK2	CDK1	0.131964809
MST1R	MARK1	0.131578947
MAPKAPK5	MKNK1	0.131578947
PAK7	PAK1	0.131386861
PRKCE	PRKCB	0.131355932
EPHB6	EPHB2	0.131147541
CSK	PTK2	0.131067961
INSR	ERBB2	0.130952381
MET	ERBB3	0.130769231
PTK2	PDGFRA	0.130653266
PDGFRA	ERBB3	0.130434783
ABL2	CDKL5	0.130434783
TBK1	RIPK3	0.130434783
MAPKAPK3	RPS6KA5	0.130434783
MKNK1	RPS6KA6	0.130434783
TAOK1	ERN1	0.130434783
JAK1	INSR	0.130208333
ZAP70	INSR	0.130136986
SYK	MET	0.12972973
BRAF	KSR1	0.12962963
ZAP70	PDGFRB	0.129411765
ITK	MAP4K1	0.129032258
MAPKAPK2	RPS6KA1	0.129032258
RPS6KA2	MKNK1	0.129032258
ACVR1B	UHMK1	0.129032258
PTK2	ERBB2	0.128571429
PRKCQ	PRKCD	0.128571429
ATM	PRKDC	0.128571429
JAK2	IGF1R	0.128205128
ZAP70	MET	0.128205128
JAK2	FLT1	0.12804878
CAMK2A	CAMK4	0.127906977
MAP3K14	MAP3K3	0.127737226
TEC	KIT	0.127659574
ITK	PDGFRB	0.127659574
JAK2	FLT3	0.127516779
JAK3	INSR	0.127272727
CSF1R	AXL	0.127272727
EPHA7	EPHB2	0.127272727
NTRK2	MAP4K1	0.127272727
TAOK1	TAOK3	0.127272727
PTK2	FLT4	0.126582278
LCK	JAK2	0.12605042
SYK	FLT3	0.12605042
BCR	PDGFRB	0.125748503
TTBK2	GUCY2F	0.125
TXK	SYK	0.125
ZAP70	ERBB2	0.125
TXK	TYRO3	0.125
EPHA5	EPHB4	0.125
EPHA6	EPHB3	0.125
TYRO3	ABL2	0.125
LTK	MST1R	0.125
MAP3K2	MST1R	0.125
PRKCE	PRKCG	0.125
PRKCB	PRKCZ	0.125
PRKACG	CSNK1A1L	0.125
RPS6KA2	RPS6KA5	0.125
MKNK2	DAPK2	0.125
CDK6	CDK4	0.125
TSSK1B	STK35	0.125
CDK14	CDKL1	0.125
OXSR1	TSSK4	0.125
MYO3A	NUAK2	0.125
TSSK1B	CDK17	0.125
CDKL1	CDK17	0.125
ZAK	CDK17	0.125
VRK1	VRK3	0.125
CDC42BPA	ROCK2	0.125
CAMK1D	OBSCN	0.125
GUCY2F	AAK1	0.125
LATS2	STK38L	0.125
PRKG2	RIOK1	0.125
MOK	SNRK	0.125
GRK4	ROR2	0.125
MASTL	MAST1	0.125
MAST1	FRK	0.125
PAK2	PAK3	0.124324324
PDGFRB	ERBB3	0.124137931
TBK1	MAP3K3	0.123853211
TEC	HCK	0.123595506
TXK	KIT	0.12345679
BCR	PDGFRA	0.123188406
CAMKK2	STK11	0.123076923
CAMKK2	PRKAA2	0.123076923
PTK2	KIT	0.122994652
STK4	NEK9	0.122807018
SRC	LCK	0.122727273
LCK	INSR	0.12244898
CSF1R	EPHA2	0.12244898
CSF1R	MST1R	0.12244898
LYN	KIT	0.122222222
KIT	MAP4K1	0.122222222
MARK4	PRKCI	0.122222222
KSR1	PAK4	0.12195122
IKBKB	MAP3K3	0.121568627
PTK2	INSR	0.121359223
PRKY	RPS6KA2	0.121212121
WEE1	PKMYT1	0.121212121
ZAP70	JAK2	0.121052632
PRKACA	PRKY	0.121052632
MAPK11	MAPK3	0.120930233
CHEK2	ATM	0.120879121
AXL	MST1R	0.120689655
MAP3K2	MARK2	0.120689655
PKN1	AURKA	0.120689655
RET	INSR	0.120218579
PAK1	PAK3	0.120192308
TYRO3	EPHA4	0.12
PRKY	CSNK1G3	0.12
PRKY	CSNK1G1	0.12
PRKY	RPS6KA6	0.12
MAP3K11	MAP3K12	0.12
MAPK9	MAPK13	0.119791667
KIT	FGFR2	0.11965812
ZAP70	MAP4K1	0.119565217
SYK	ERBB3	0.119402985
BRAF	MST1R	0.119402985
MYLK	ROCK2	0.119047619
TBK1	CHUK	0.11875
FGFR1	ERBB3	0.118644068
ITK	CSF1R	0.118644068
CHEK1	CHEK2	0.118421053
MYLK2	ROCK1	0.118421053
MAPK9	MAPK3	0.118367347
ZAP70	FGFR1	0.118055556
CHEK2	ATR	0.117948718
CDK13	SRPK2	0.117647059
YES1	LYN	0.117647059
FLT3	PDGFRA	0.117647059
JAK2	KDR	0.117647059
EPHA1	EPHB4	0.117647059
EPHA5	EPHB3	0.117647059
EPHB3	NEK8	0.117647059
AATK	CDK16	0.117647059
SIK1	MARK1	0.117647059
PRKX	CSNK1A1L	0.117647059
CAMKK1	PRKAA2	0.117647059
AMHR2	STK35	0.117647059
CDK14	TSSK4	0.117647059
KALRN	DCLK1	0.117647059
FYN	SYK	0.1175
NTRK2	INSR	0.117117117
YES1	HCK	0.117021277
FGR	HCK	0.116883117
SRC	LYN	0.116853933
JAK1	FLT3	0.116788321
HCK	BCR	0.116666667
TAOK1	EIF2AK4	0.116666667
KIT	ERBB3	0.116504854
TYK2	PDGFRB	0.116402116
ZAP70	INSRR	0.11627907
RPS6KA3	MKNK2	0.11627907
ERN1	EIF2AK4	0.115942029
MAP2K7	MAP3K11	0.115942029
SRC	EGFR	0.11589896
STK11	PRKAA1	0.115789474
FLT3	FGFR1	0.115384615
SYK	FLT4	0.115384615
EPHB4	EPHB2	0.115384615
EPHB1	MAP4K5	0.115384615
CDK14	OXSR1	0.115384615
MAP4K5	MAP4K3	0.115384615
GRK5	ADRBK2	0.115384615
ITK	PDGFRA	0.115044248
PRKCQ	PRKCG	0.115044248
MAPK10	MAPK13	0.114942529
ZAP70	TYK2	0.114864865
ERBB4	MAP4K1	0.114754098
RIPK1	CHUK	0.114649682
KIT	AXL	0.114583333
LTK	NTRK2	0.114285714
ABL1	BCR	0.114285714
INSR	MET	0.114285714
MAP4K1	NEK8	0.114285714
CHUK	RIPK3	0.114285714
CSNK1E	CSNK1D	0.114285714
BRSK1	BRSK2	0.114285714
JAK1	PDGFRB	0.114155251
PRKCQ	PRKCZ	0.113821138
DDR1	NTRK2	0.113636364
FLT3	PDGFRB	0.113636364
KDR	EPHA2	0.113636364
MAP2K3	UHMK1	0.113636364
CAMK2A	PHKG1	0.113636364
MAPK9	MAPK1	0.113268608
MAP4K1	MST1R	0.113207547
PAK3	CDK2	0.113122172
EPHB2	ABL2	0.112903226
