source	target	weight
SIK3	MARK3	0.222222222
RPS6KB2	MAPKAPK3	0.222222222
CHEK1	CHEK2	0.222222222
LATS1	STK3	0.222222222
STK3	STK38L	0.222222222
GRK5	PLK2	0.222222222
LYN	FYN	0.220430108
DAPK1	DAPK3	0.217391304
BMPR1B	ACVR1	0.214285714
MAP3K6	MAP3K5	0.214285714
MAP3K4	MAP2K7	0.214285714
RPS6KA2	RPS6KA1	0.214285714
MAPK8	CDK1	0.213592233
CDK1	CDK2	0.213383838
MAPK14	MAPK1	0.211908932
CDK6	CDK4	0.210526316
ITK	TEC	0.208333333
MAPK10	MAPK9	0.201877934
EIF2AK3	EIF2AK4	0.2
EIF2AK3	EIF2AK1	0.2
PRPF4B	TAOK2	0.2
TAOK1	MAP3K11	0.2
MAP2K3	MAP2K6	0.2
MAP4K3	MAP3K6	0.2
MAP3K4	MAP2K4	0.2
NTRK3	NTRK1	0.2
TSSK1B	ZAK	0.2
ZAK	CDC42BPG	0.2
MARK1	CDC42BPG	0.2
ZAK	TNK1	0.2
MARK1	TNK1	0.2
ARAF	PIM2	0.2
ARAF	PAK7	0.2
PIM3	RPS6KA5	0.2
CAMK2B	CDK19	0.2
PRKCQ	RPS6KB1	0.2
RPS6KB1	SIK2	0.2
RPS6KB1	SIK1	0.2
SIK2	SIK3	0.2
SIK2	SIK3	0.2
SIK1	TRIM28	0.2
SIK1	CDK17	0.2
STRADB	MARK4	0.2
ZAK	GSG2	0.2
PLK3	VRK1	0.2
VRK2	TP53RK	0.2
VRK2	STK17A	0.2
SMG1	EPHA3	0.2
EPHA3	EPHB1	0.2
PTK2	MET	0.2
TRIO	MET	0.2
MST4	LRRK2	0.2
IRAK1	IRAK2	0.2
IRAK2	IRAK3	0.2
LATS2	LATS1	0.2
CLK1	CLK2	0.2
KDR	KDR	0.2
KDR	FLT1	0.2
AURKB	AURKA	0.196969697
BTK	TEC	0.193548387
AKT1	RPS6KA3	0.191836735
EEF2K	MAPKAPK5	0.19047619
EEF2K	MAP2K4	0.19047619
RPS6KA1	RPS6KB1	0.188888889
FYN	LCK	0.188118812
IRAK1	IRAK4	0.1875
PRKD2	PRKD1	0.186046512
RPS6KA3	PRKACA	0.185358255
RPS6KA5	RPS6KA5	0.185185185
JAK1	JAK2	0.183673469
MAPK8	CDK1	0.182926829
MAP3K6	MAP2K7	0.181818182
MAP3K2	KSR2	0.181818182
KSR2	BRAF	0.181818182
MAPKAPK5	CAMK2B	0.181818182
STK39	WNK1	0.181818182
SIK1	MARK3	0.181818182
DAPK3	VRK1	0.181818182
STK10	MAP3K8	0.181818182
STK4	STK4	0.181818182
GRK6	GRK5	0.181818182
BMPR1B	TGFBR1	0.176470588
BTK	ITK	0.176470588
SYK	LYN	0.176470588
CAMK1D	CAMK1	0.173913043
PRKACA	PRKCA	0.172839506
GSK3B	MAPK1	0.169209431
RPS6KA3	PRKCB	0.168224299
GSK3B	RPS6KA3	0.16809816
BMPR1A	ACVR1	0.166666667
ACVR1	NEK8	0.166666667
ACVRL1	TGFBR2	0.166666667
TGFBR2	AMHR2	0.166666667
TGFBR2	ACVR2A	0.166666667
ACVR1	MAP3K13	0.166666667
ICK	CDK20	0.166666667
TAOK2	MAP3K11	0.166666667
MAP2K6	EEF2K	0.166666667
MAP3K5	MAP3K4	0.166666667
MAP3K11	MAP2K4	0.166666667
MAP3K6	MAP2K4	0.166666667
NEK2	NEK11	0.166666667
MAP2K3	HSPB8	0.166666667
MKNK1	HSPB8	0.166666667
NTRK1	NTRK2	0.166666667
PAK4	CDC42BPG	0.166666667
PAK4	TNK1	0.166666667
PIM2	RPS6KA5	0.166666667
PAK7	RPS6KA5	0.166666667
MAP4K3	STK39	0.166666667
KSR1	CDK18	0.166666667
SIK3	MARK4	0.166666667
SIK3	MARK4	0.166666667
PHKG2	LMTK2	0.166666667
MST1R	ABL1	0.166666667
ABL1	PRKX	0.166666667
ZAK	TLK1	0.166666667
MAP3K7	VRK2	0.166666667
VRK1	VRK2	0.166666667
EPHA3	DYRK2	0.166666667
SMG1	TAF1	0.166666667
EPHA3	TAF1	0.166666667
CDC7	YES1	0.166666667
MST1R	MET	0.166666667
MET	FLT3	0.166666667
FGFR2	EPHA4	0.166666667
SMG1	MAP2K5	0.166666667
CAMKK2	PKN2	0.166666667
PDK2	PKN2	0.166666667
AKT3	PKN2	0.166666667
IRAK4	IRAK3	0.166666667
CLK4	CLK1	0.166666667
ULK1	GRK1	0.166666667
GRK1	GRK4	0.166666667
ADRBK2	GRK4	0.166666667
GRK4	GRK6	0.166666667
BRSK2	PLK2	0.166666667
PLK2	PLK4	0.166666667
MAP3K11	MAP3K12	0.166666667
AKT3	RIPK4	0.166666667
RIPK4	BMPR2	0.166666667
KDR	FLT1	0.166666667
MAPK14	MAPK3	0.162112933
PRKCE	PRKCG	0.161764706
MAPK9	MAPK8	0.159763314
ATR	ATM	0.158730159
MAP3K5	MAP2K7	0.157894737
PRKD2	PRKD2	0.157894737
DAPK2	DAPK3	0.157894737
PLK3	GRK5	0.157894737
LYN	LCK	0.155172414
MAPK8	CDK2	0.154381085
CDK9	CDK8	0.153846154
MAP3K3	MAP2K3	0.153846154
MAP4K3	MAP3K5	0.153846154
KSR1	BRAF	0.153846154
KSR2	MAP2K1	0.153846154
KSR2	MAP2K2	0.153846154
KSR1	MARK3	0.153846154
PRKD3	PRKD2	0.153846154
FES	FER	0.153846154
CSNK2A1	CSNK1E	0.153005464
SGK3	SGK1	0.150684932
RPS6KA3	PRKCA	0.150070126
MAP3K5	MAP2K4	0.15
MAP3K11	MAP3K1	0.15
RET	MAP3K2	0.15
MAP3K1	KSR2	0.15
KSR2	RAF1	0.15
RAF1	ARAF	0.15
CSNK2A2	CSNK1E	0.15
IGF1R	INSR	0.15
RPS6KA2	RPS6KB1	0.14893617
PRKCA	PRKCB	0.1485623
MAP3K14	MAP3K1	0.148148148
FYN	SRC	0.147727273
FYN	INSR	0.147321429
DAPK3	AURKB	0.145833333
MAPK9	GSK3B	0.145085803
PRKCD	PRKCZ	0.144927536
LYN	SRC	0.144200627
LCK	INSR	0.143564356
ACVR1B	MELK	0.142857143
CDK8	CDK20	0.142857143
TAOK1	MAP2K3	0.142857143
MAP2K3	MAP4K3	0.142857143
MAP2K6	MAP4K3	0.142857143
TAOK2	MAP3K5	0.142857143
MAP2K3	MAP2K4	0.142857143
MAP2K6	MAP2K4	0.142857143
NEK1	NEK2	0.142857143
MAPKAPK5	RET	0.142857143
MAP2K4	RET	0.142857143
KSR2	NTRK3	0.142857143
WEE1	CDC42BPG	0.142857143
WEE1	TNK1	0.142857143
KSR2	ARAF	0.142857143
RPS6KA5	CAMK2B	0.142857143
RPS6KA5	CDK19	0.142857143
PRKCQ	SIK2	0.142857143
PRKCQ	SIK1	0.142857143
KSR1	SIK3	0.142857143
KSR1	SIK3	0.142857143
KSR1	TRIM28	0.142857143
WEE1	CDK18	0.142857143
KSR1	CDK17	0.142857143
MARK1	MARK2	0.142857143
MARK4	MARK2	0.142857143
MARK1	TTBK1	0.142857143
TTBK1	PHKG2	0.142857143
PHKG1	LMTK2	0.142857143
SNRK	BRSK1	0.142857143
BRSK2	CAMKK2	0.142857143
BRSK1	CAMKK1	0.142857143
CAMKK2	CAMK1G	0.142857143
PRKCH	PRKD2	0.142857143
PBK	GSG2	0.142857143
ZAK	AURKC	0.142857143
PBK	VRK1	0.142857143
MARK4	SMG1	0.142857143
VRK2	SMG1	0.142857143
PBK	TP53RK	0.142857143
PBK	STK17A	0.142857143
RPS6KA5	EPHA3	0.142857143
VRK2	EPHA3	0.142857143
RPS6KA4	TSSK4	0.142857143
DYRK3	TAF1	0.142857143
CDK14	CDK6	0.142857143
RPS6KA5	EPHB1	0.142857143
YES1	YES1	0.142857143
CSF1R	FGR	0.142857143
EPHA3	FGFR4	0.142857143
EPHB1	FGFR4	0.142857143
MATK	DDR2	0.142857143
DDR2	TYRO3	0.142857143
FGFR4	FGFR2	0.142857143
TYRO3	FGFR2	0.142857143
CAMKK2	TRIB3	0.142857143
RET	PKN2	0.142857143
PKN2	TNK2	0.142857143
BLK	MAP4K5	0.142857143
PKMYT1	STK10	0.142857143
MST4	STK10	0.142857143
KSR2	MAP3K8	0.142857143
LRRK2	MAP3K8	0.142857143
MAP3K11	MAP4K1	0.142857143
TP53RK	GRK5	0.142857143
STK17A	GRK5	0.142857143
GRK4	GRK5	0.142857143
FRK	DMPK	0.142857143
VRK2	MAP3K12	0.142857143
MAPK6	BMPR2	0.142857143
FLT4	KDR	0.142857143
TESK1	LIMK1	0.142857143
TESK2	LIMK1	0.142857143
CDK2	RPS6KA3	0.142512077
LCK	SRC	0.141993958
CDK2	MAPK1	0.141882674
LYN	INSR	0.141361257
SGK2	SGK1	0.138888889
MAP3K1	RET	0.137931034
TYK2	JAK1	0.137931034
GSK3B	MAPK3	0.136887608
MAPK10	MAPK8	0.136507937
KSR1	RAF1	0.136363636
TEC	KIT	0.136363636
SRC	INSR	0.135057471
ZAP70	SYK	0.134615385
PRKCE	PRKCZ	0.134146341
MAP3K11	MAP3K5	0.133333333
NTRK3	NTRK2	0.133333333
RPS6KA5	RPS6KA4	0.133333333
DYRK1B	CDK6	0.133333333
ERBB4	ERBB3	0.133333333
MET	PDGFRA	0.133333333
FGFR4	PDGFRA	0.133333333
KIT	MATK	0.133333333
PDGFRA	TYRO3	0.133333333
ILK	TRIB3	0.133333333
INSR	EGFR	0.133004926
MAPK10	GSK3B	0.132686084
MAPK10	CDK1	0.131944444
ABL1	ABL2	0.131313131
CDK1	RPS6KA3	0.130544994
CAMK1G	CAMK1	0.130434783
YES1	PDGFRA	0.130434783
YES1	KIT	0.130434783
FGFR3	FGFR1	0.130434783
CSNK2A1	GSK3B	0.130344108
PRKD1	PRKD1	0.129032258
PDGFRB	ZAP70	0.129032258
CSNK1D	CSNK1G3	0.128205128
PRKCA	PRKCD	0.128
CSNK1A1	CSNK1A1L	0.127906977
CDK1	RPS6KA3	0.127853881
FYN	IGF1R	0.127358491
CSNK1D	CSNK1A1L	0.126582278
CDK1	MAPK1	0.126559715
MAPK8	MAPK1	0.125842697
MAPK9	CDK2	0.125193199
MELK	CDK8	0.125
CDK8	ACVR1	0.125
SRPK1	PRPF4B	0.125
TAOK2	MAP2K3	0.125
TAOK2	MAP2K6	0.125
MAP3K5	MAP3K7	0.125
MAP3K6	RET	0.125
NEK2	KSR2	0.125
RET	KSR2	0.125
MAP3K2	BRAF	0.125
NEK2	NTRK3	0.125
HSPB8	NTRK1	0.125
CDK7	WEE1	0.125
WEE1	PKMYT1	0.125
ZAK	ARAF	0.125
MARK1	ARAF	0.125
ARAF	RPS6KA5	0.125
MKNK1	CAMK2B	0.125
ACVR1	CDK19	0.125
CDK19	OXSR1	0.125
MAP3K6	STK39	0.125
STK39	PRKCQ	0.125
WNK4	PRKCQ	0.125
WEE1	SIK3	0.125
WEE1	SIK3	0.125
WEE1	TRIM28	0.125
WEE1	CDK17	0.125
SIK2	MARK4	0.125
SIK1	MARK4	0.125
TTBK1	PHKG1	0.125
CAMKK2	CAMK1D	0.125
MAPK13	MAPK12	0.125
KSR2	MOS	0.125
ARAF	MOS	0.125
PBK	TLK1	0.125
MAP3K11	VRK2	0.125
EIF2AK3	EIF2AK2	0.125
MAP4K3	RPS6KA4	0.125
VRK2	TAF1	0.125
PAK4	EPHB1	0.125
SIK1	CSF1R	0.125
CSF1R	PTK2	0.125
FGR	PTK2	0.125
CSF1R	TRIO	0.125
FGR	TRIO	0.125
NTRK2	TYRO3	0.125
PDGFRB	TYRO3	0.125
PAK4	FGFR2	0.125
FGFR4	EPHA4	0.125
MARK4	MAP2K5	0.125
MAP2K5	AKT3	0.125
TRIB3	TNK2	0.125
TNK2	MERTK	0.125
MAP4K5	FES	0.125
FES	CDK16	0.125
FES	MST4	0.125
LRRK2	ROCK2	0.125
NUAK2	STK3	0.125
STK3	STK3	0.125
STK3	STK4	0.125
PAK3	STK4	0.125
MAPKAPK3	MAP3K10	0.125
CSNK1A1	CSNK1G1	0.12371134
CSNK1D	CSNK1G2	0.12345679
MAPK14	RPS6KA3	0.12342216
PTK2	PTK2B	0.12244898
CSNK1D	CSNK1G1	0.122222222
SRC	IGF1R	0.12202381
RPS6KB1	RPS6KB2	0.12195122
PRKDC	RPS6KA3	0.121756487
CSNK2A1	MAPK14	0.121394231
FGR	PTK2B	0.121212121
ILK	ROCK2	0.121212121
LCK	IGF1R	0.121052632
LYN	HCK	0.120967742
GSK3A	CSNK1G1	0.120689655
MAPK8	MAPK3	0.120300752
MAP3K1	MAP3K2	0.12
CAMK1D	CAMK4	0.12
MAP2K4	MAPK12	0.12
CSNK1E	CSNK1A1	0.12
SRC	EGFR	0.118694362
EEF2K	MAP3K6	0.117647059
MAP2K3	MAP3K5	0.117647059
MAP2K6	MAP3K5	0.117647059
ABL1	PRKCH	0.117647059
PRKCH	PRKD3	0.117647059
MYLK	DAPK1	0.117647059
RET	FGFR4	0.117647059
RET	AKT3	0.117647059
PRKCQ	PRKCQ	0.117647059
CHEK2	TTK	0.117647059
PLK3	PLK2	0.117647059
LYN	IGF1R	0.117318436
LYN	EGFR	0.117318436
PRKCG	PRKCD	0.11627907
CSNK1A1	CSNK1G3	0.11627907
EEF2K	RET	0.115384615
CAMKK2	CAMK4	0.115384615
RPS6KA3	SGK1	0.115384615
BRAF	MAP3K8	0.115384615
STK10	ROCK2	0.115384615
LCK	EGFR	0.115183246
MAPK10	CDK1	0.114982578
CSNK2A1	CDK2	0.114788004
PRKD2	PRKD1	0.114285714
MAP3K1	MAP3K8	0.114285714
PRKCG	PRKCZ	0.113924051
CDK1	MAPK1	0.113798009
MAPKAPK2	RPS6KA2	0.113207547
CSK	PAK2	0.113207547
MAPK8	RPS6KA3	0.113138686
MAPK9	CDK1	0.112765957
CSNK1A1	CSNK1G2	0.112359551
CDK2	MAPK3	0.112215909
CAMK4	CAMK2A	0.112149533
PRKCE	PRKCD	0.111940299
PRKCB	PRKCG	0.111524164
BMPR1A	TGFBR1	0.111111111
ACVRL1	TGFBR1	0.111111111
ACVR1	EIF2AK3	0.111111111
MAP3K13	MAP3K3	0.111111111
MAP3K11	MAP2K3	0.111111111
MAP2K3	MAP3K6	0.111111111
MAP2K6	MAP3K6	0.111111111
MAP4K3	MAP3K4	0.111111111
MAPKAPK5	MAP2K4	0.111111111
MAP2K3	RET	0.111111111
MAP3K2	HSPB8	0.111111111
MAP2K3	KSR2	0.111111111
MKNK1	KSR2	0.111111111
MAP3K2	MAP2K2	0.111111111
BRAF	MAP2K2	0.111111111
KSR1	NTRK3	0.111111111
ZAK	MARK1	0.111111111
MAP3K2	CDC42BPG	0.111111111
BRAF	CDC42BPG	0.111111111
MAP3K2	TNK1	0.111111111
BRAF	TNK1	0.111111111
KSR1	ARAF	0.111111111
PAK4	ARAF	0.111111111
BRAF	PIM3	0.111111111
KSR1	SIK1	0.111111111
CDK18	MARK3	0.111111111
MARK1	PHKG2	0.111111111
TSSK6	BRSK1	0.111111111
WEE1	BRSK2	0.111111111
EEF2K	CAMKK2	0.111111111
PRKACA	PRKCB	0.111111111
WNK4	PRKD3	0.111111111
ABL1	PRKD3	0.111111111
CIT	MYLK	0.111111111
PBK	AURKC	0.111111111
GSG2	VRK1	0.111111111
ZAK	VRK2	0.111111111
PBK	SMG1	0.111111111
VRK1	TP53RK	0.111111111
VRK1	STK17A	0.111111111
PBK	EPHA3	0.111111111
NLK	TNIK	0.111111111
RPS6KB1	CSF1R	0.111111111
ABL1	MET	0.111111111
CSF1R	FLT3	0.111111111
RPS6KA5	FGFR4	0.111111111
FGFR3	PDGFRA	0.111111111
PTK2B	CSK	0.111111111
FGFR4	TYRO3	0.111111111
MATK	TYRO3	0.111111111
PDK2	AKT3	0.111111111
PDK2	PDK1	0.111111111
AKT3	PDK1	0.111111111
FER	CDK16	0.111111111
STK10	ADRBK1	0.111111111
WEE1	LATS1	0.111111111
TSSK1B	TTK	0.111111111
TP53RK	TTK	0.111111111
STK17A	TTK	0.111111111
NTRK1	CLK4	0.111111111
STK3	CLK4	0.111111111
SMG1	GRK5	0.111111111
EPHA3	GRK5	0.111111111
GRK6	PLK2	0.111111111
MAP3K11	MAP3K10	0.111111111
FRK	MAP3K10	0.111111111
DMPK	MAP3K10	0.111111111
MOS	BMPR2	0.111111111
TYRO3	KDR	0.111111111
NEK7	NEK6	0.111111111
MAP2K7	HIPK3	0.111111111
LYN	ABL1	0.110465116
PRKDC	CSNK2A1	0.1104
MAPK9	MAPK3	0.109324759
SYK	LCK	0.108695652
DAPK3	ROCK1	0.108695652
SRC	ABL1	0.108433735
PRKDC	PRKCB	0.108173077
AURKB	ROCK1	0.107692308
MAP3K5	MAPK12	0.107142857
EIF2AK2	DYRK1A	0.107142857
JAK1	ALK	0.107142857
ITK	SYK	0.107142857
MAP2K2	MAP3K8	0.107142857
PRKD1	PRKCE	0.106666667
AKT1	PRKCA	0.106035889
MAP2K3	EEF2K	0.105263158
RAF1	PIM2	0.105263158
TAOK2	MAPK12	0.105263158
MARK2	PRKD2	0.105263158
MAPKAPK5	DAPK1	0.105263158
RIPK1	SGK3	0.105263158
PIM2	PIM1	0.105263158
ALK	PDGFRA	0.105263158
JAK3	KIT	0.105263158
ITK	TYRO3	0.105263158
FGFR2	FGFR1	0.105263158
BRAF	MAP4K1	0.105263158
EIF2AK2	GRK5	0.105263158
CSNK2A1	CDK1	0.104638619
PRKACA	PRKG1	0.103671706
MAP2K7	MAP3K7	0.103448276
MAP3K5	MAP3K1	0.103448276
KSR1	MAP2K1	0.103448276
CDK9	CDK7	0.103448276
RPS6KA5	RPS6KA1	0.103448276
MAPK9	CDK1	0.103109656
SYK	PTK2B	0.102941176
RPS6KA5	RPS6KA2	0.102564103
IGF1R	HCK	0.102189781
FGR	SYK	0.102040816
PRKCB	PRKCD	0.101492537
PLK1	PLK3	0.101265823
CDK1	MAPK3	0.100952381
HCK	ABL1	0.100775194
CSNK1A1	CSNK1D	0.100671141
FYN	ABL1	0.100478469
ACVR1B	TGFBR1	0.1
CDK20	SRPK1	0.1
TAOK1	MAP3K3	0.1
MAP3K3	MAP4K3	0.1
MAP3K3	MAP3K5	0.1
TAOK2	MAP3K4	0.1
MAP2K4	MAP3K7	0.1
MAP2K7	MAP3K7	0.1
MAP3K4	RET	0.1
NEK2	KSR1	0.1
ZAK	PAK4	0.1
PAK4	MARK1	0.1
WEE1	ARAF	0.1
BRAF	PIM2	0.1
BRAF	PAK7	0.1
MAP2K3	STK39	0.1
MAP2K6	STK39	0.1
OXSR1	WNK4	0.1
WEE1	SIK1	0.1
TRIM28	MARK3	0.1
CDK17	MARK3	0.1
CDK18	BCR	0.1
MARK1	PHKG1	0.1
PRKAA2	CAMK1	0.1
CAMK4	CAMK2G	0.1
MAP3K11	MAPK12	0.1
TGFBR2	MOS	0.1
KSR1	MOS	0.1
CDK19	MYLK	0.1
MARK2	PKN1	0.1
CHEK2	PLK3	0.1
TLK1	VRK1	0.1
MAPK15	VRK1	0.1
MAPKAPK5	TP53RK	0.1
MAPKAPK5	STK17A	0.1
MARK1	DYRK1A	0.1
TP53RK	CSNK1G3	0.1
STK17A	CSNK1G3	0.1
CSNK1G3	GAK	0.1
MAP3K6	RPS6KA4	0.1
KSR2	RPS6KA4	0.1
MAP2K1	RPS6KA4	0.1
ARAF	RPS6KA4	0.1
RPS6KA4	DYRK3	0.1
SGK2	TSSK4	0.1
PBK	TAF1	0.1
RPS6KA4	TAF1	0.1
EPHA3	HIPK2	0.1
HIPK1	CDK6	0.1
EPHA3	NLK	0.1
EPHB1	NLK	0.1
ERBB2	ERBB4	0.1
ERBB3	TTN	0.1
CSF1R	FLT4	0.1
FGR	FLT4	0.1
TEC	JAK3	0.1
RET	FGFR3	0.1
EPHA3	FGFR3	0.1
EPHB1	FGFR3	0.1
PRKD1	PTK2	0.1
FGR	DDR2	0.1
FGFR3	FGFR2	0.1
EPHA4	FGFR1	0.1
PDPK1	ILK	0.1
CAMKK1	PKN2	0.1
CAMKK2	TNK2	0.1
TYRO3	TNK2	0.1
EPHA3	FER	0.1
EPHB1	FER	0.1
FES	LRRK2	0.1
MOS	STK10	0.1
PKMYT1	MAP3K8	0.1
MAP3K14	TBK1	0.1
LATS2	STK3	0.1
PAK3	STK4	0.1
STK4	STK38	0.1
TTK	CLK4	0.1
TAF1	GRK5	0.1
WEE1	PLK2	0.1
BRSK1	PLK2	0.1
VRK2	MAP3K10	0.1
MYLK	MAP3K12	0.1
TNK2	KDR	0.1
MAPKAPK5	MAPK4	0.1
CDK1	MAPK3	0.099547511
CSNK2A1	CDK1	0.099496222
RPS6KA3	PRKG1	0.099307159
MAPK9	MAPK1	0.099173554
IGF1R	EGFR	0.098445596
LYN	PTK2B	0.098214286
MAPK8	CDK5	0.098039216
PRKCH	PRKCE	0.098039216
JAK2	ALK	0.097560976
AKT1	PRKACA	0.09751773
CSNK2A2	CSNK1A1	0.097087379
PRKDC	PRKCA	0.096989967
MAPK8	PRKCB	0.096982759
MAPK14	PRKCA	0.096813725
MAP3K7	MARK2	0.096774194
MARK2	CAMK1	0.096774194
MAPK11	MAPK13	0.096774194
PDGFRB	SYK	0.096774194
LCK	ABL1	0.096774194
PTK2B	MATK	0.096774194
IKBKB	TBK1	0.096774194
IKBKB	IKBKE	0.096774194
ROCK2	PRKCQ	0.096153846
MAPK1	PRKACA	0.095798319
CSNK2A1	RPS6KA3	0.095785441
GSK3B	PRKCA	0.095287958
EEF2K	MAP3K4	0.095238095
MAP2K7	RET	0.095238095
TAF1	HIPK2	0.095238095
RPS6KA5	PIM1	0.095238095
PRKCH	ALK	0.095238095
TAOK2	MAP3K8	0.095238095
CDC42BPA	ROCK1	0.095238095
PRKCA	SRC	0.094736842
GSK3B	AKT1	0.094594595
PRKCE	PRKCI	0.094339623
SYK	KIT	0.094339623
PAK1	PAK2	0.094117647
MAPK1	RPS6KA3	0.093971631
GSK3B	PRKCB	0.093830334
RAF1	ITK	0.09375
NTRK2	PDGFRB	0.09375
BTK	SYK	0.09375
AKT3	PDPK1	0.09375
SYK	EGFR	0.09352518
LCK	HCK	0.09352518
CDK2	PRKCB	0.093143596
GSK3B	PRKACA	0.093023256
AURKB	VRK1	0.093023256
PRKDC	CDK1	0.09280303
BTK	LYN	0.092592593
RPS6KA3	PRKACB	0.09255079
MAPK8	MAPK14	0.092503987
PRKD1	PDPK1	0.092307692
ATR	CHEK2	0.092105263
SYK	FYN	0.091463415
MAPK10	CDK2	0.091194969
BMPR1A	BMPR1B	0.090909091
CDK8	TGFBR1	0.090909091
BMPR1B	AMHR2	0.090909091
TGFBR1	PASK	0.090909091
TAOK2	MAP3K3	0.090909091
MAPKAPK5	MAP4K3	0.090909091
MAP3K6	MAP3K4	0.090909091
EEF2K	MAP2K7	0.090909091
MAP4K3	MAP2K4	0.090909091
MAP2K3	MKNK1	0.090909091
MAP3K4	KSR2	0.090909091
HSPB8	MAP2K2	0.090909091
KSR2	NTRK1	0.090909091
CDK20	WEE1	0.090909091
WEE1	ZAK	0.090909091
WEE1	MARK1	0.090909091
MAP3K4	ARAF	0.090909091
ACVR1	OXSR1	0.090909091
WNK1	PRKCQ	0.090909091
SIK3	BCR	0.090909091
SIK3	BCR	0.090909091
TRIM28	BCR	0.090909091
CDK17	BCR	0.090909091
CDC42BPG	MARK2	0.090909091
TNK1	MARK2	0.090909091
STRADB	MARK2	0.090909091
MARK3	BRSK2	0.090909091
BRSK1	CAMKK2	0.090909091
