source	target	weight
EGFR	RPS6KA1	0.5
MAP2K1	RPS6KA1	0.498127341
PRKAA1	EGFR	0.4978602
MAPK14	PTK2B	0.496493689
AKT1	RAF1	0.496462264
CDK1	MAPK8	0.496229261
RPS6KB1	PRKCD	0.493543759
LIMK1	LIMK2	0.493023256
SRC	MAP2K1	0.49255751
RPS6KB1	RPS6KA1	0.492198582
CDK1	GSK3B	0.491480996
CDK1	PRKAA1	0.490415335
PTK2	PRKCD	0.49037037
CDK1	AKT1	0.487661575
CDK1	MAPK3	0.486997636
PRKCB	PRKCA	0.486956522
GSK3A	PRKCD	0.48635634
MAPK14	PRKCD	0.48603352
CDK1	MAPK1	0.485849057
SRC	RPS6KA1	0.485135135
MAPK8	RAF1	0.485074627
CDK1	CDK2	0.48427673
PTK2	MAP2K1	0.484011628
RAF1	RPS6KA1	0.483928571
GSK3A	PRKCZ	0.482529118
RAF1	PAK1	0.482109228
GSK3B	PRKCD	0.48173207
ATM	RPS6KB1	0.481012658
MAPK14	MAP2K1	0.480109739
ATM	MAPK14	0.480055021
CDK1	MTOR	0.478920742
MAPK8	PTK2B	0.47826087
MAPK8	PRKCD	0.478193146
MAPK3	RPS6KA1	0.477108434
RPS6KB1	MAP2K1	0.476923077
CDK1	SRC	0.476501305
PTK2	RPS6KA1	0.47605225
MAPK1	RPS6KA1	0.475961538
CDK1	PTK2	0.475386779
STK3	LATS1	0.475
GSK3A	PTK2B	0.474603175
PRKAA1	RAF1	0.474015748
CDK1	EGFR	0.473604827
AURKB	AURKA	0.472906404
GSK3A	MAP2K1	0.472613459
AKT1	RPS6KA1	0.472553699
CDK4	CDK6	0.472222222
AKT1	MAP2K1	0.472057075
PTK2	PAK1	0.472012103
MAPK3	PTK2B	0.471014493
MAP2K2	MAP2K1	0.470731707
MAPK1	PTK2B	0.469879518
MAPK1	MAP2K1	0.468414779
RPS6KB1	PTK2B	0.46835443
MTOR	EGFR	0.468242245
GSK3B	PTK2B	0.467914439
MAPK3	MAP2K1	0.46778043
PDPK1	MTOR	0.466666667
RPS6KB1	PRKCZ	0.466472303
EGFR	PRKCD	0.466248038
MAPK3	PRKCD	0.46562123
AKT1	PTK2B	0.464755078
MAPK1	PRKCD	0.464500602
RAF1	PRKCD	0.464285714
CDK1	RAF1	0.462711864
PRKAA1	MAP2K1	0.462035541
MTOR	RPS6KA1	0.461937716
EGFR	PTK2B	0.461778471
AKT1	PRKCD	0.461170848
ATM	MTOR	0.461139896
SRC	CAMK2A	0.460810811
MAPK8	MAP2K1	0.460606061
ATM	GSK3B	0.460422164
PRKAA1	RPS6KA1	0.460291734
IKBKB	MTOR	0.459962756
CDK1	GSK3A	0.459337349
GSK3A	PAK1	0.459150327
PTK2B	PAK1	0.458823529
ATM	MAPK8	0.458270106
ATM	AKT1	0.458087367
ERBB2	EGFR	0.457627119
PRKCD	PRKCZ	0.457593688
PRKAA1	PRKCD	0.456628478
RPS6KA1	PRKCD	0.456400742
PTK2	PRKD1	0.455772114
ATM	EGFR	0.455384615
ATM	MAPK3	0.453791469
PDPK1	GSK3A	0.453625632
MTOR	PRKCZ	0.452727273
IKBKB	MAPK8	0.452342488
MTOR	RAF1	0.452145215
PRKCD	PRKD1	0.451866405
PRKAA1	PRKCZ	0.451612903
PRKAA1	PRKAA2	0.450834879
RPS6KA1	PRKCZ	0.450676983
MTOR	PRKCD	0.450434783
ATM	PTK2	0.45014245
MAPK9	MAPK8	0.450087566
PRKCD	PTK2B	0.449626866
ATM	MAPK1	0.449292453
GSK3B	PAK1	0.448840382
CHEK1	CDK2	0.448747153
GSK3B	PRKCZ	0.448087432
IKBKB	PRKCD	0.448
CHEK1	MTOR	0.447841727
CHEK2	CDK2	0.447552448
SRC	PAK1	0.447187929
SRC	PRKD1	0.446428571
ATM	PRKAA1	0.445512821
GSK3A	CAMK2A	0.444968553
ZAP70	LCK	0.444444444
MAPK1	CAMK2A	0.443914081
PTK2B	PRKD1	0.443579767
MAPK3	CAMK2A	0.443249701
GSK3B	CAMK2A	0.442970822
PRKAA1	CAMK2A	0.442810458
IKBKB	RPS6KB1	0.442503639
IKBKB	RAF1	0.441947566
PTK2	CAMK2A	0.441558442
RAF1	PTK2B	0.441330998
JAK2	IKBKB	0.440909091
PTK2	PRKCZ	0.440652819
CDK1	MAP2K1	0.439446367
SRC	PRKCZ	0.43852459
MAPK8	PAK1	0.437990581
CHEK1	MAPK8	0.4375
CHEK1	RPS6KB1	0.4375
ATM	CDK2	0.437367304
MTOR	MAP2K1	0.436548223
CAMK2D	CAMK2G	0.436170213
EGFR	PRKCZ	0.436102236
ATM	SRC	0.436031332
MAPK14	PAK1	0.435933148
AKT1	CAMK2A	0.435655254
MAPK14	PRKD1	0.435146444
BRSK2	BRSK1	0.434782609
PDGFRB	EGFR	0.434782609
EGFR	PAK1	0.434713376
PDPK1	RPS6KB1	0.434654919
MAP2K1	PAK1	0.434535104
PDPK1	PRKCD	0.434343434
RPS6KB1	CAMK2A	0.434119279
RPS6KB1	PAK1	0.433854908
JAK2	EGFR	0.432937182
ERBB2	MET	0.432911392
IKBKB	MAPK14	0.43220339
MAPK14	PRKCZ	0.431154381
CHEK1	MAPK14	0.429558011
MAP2K1	PRKCD	0.429347826
IKBKB	GSK3A	0.42903752
PRKAA1	PTK2B	0.4288
PRKCD	PAK1	0.427745665
IKBKB	GSK3B	0.427595628
EGFR	PRKD1	0.426984127
MAPK14	CAMK2A	0.426450742
PDPK1	EGFR	0.426229508
CHEK1	PRKAA1	0.425496689
CDK1	RPS6KA1	0.425129088
MAP2K1	PTK2B	0.424460432
PDPK1	PRKAA1	0.424137931
IKBKB	MAP2K1	0.4238921
IKBKB	PRKAA1	0.423728814
MAPK8	PRKCZ	0.423676012
PRKAA1	PAK1	0.42358804
RPS6KA1	PTK2B	0.422382671
RAF1	PRKD1	0.422101449
AKT1	PAK1	0.421744325
MAPK3	PRKD1	0.421686747
IKBKB	RPS6KA1	0.421663443
ERBB2	RAF1	0.420952381
RPS6KB1	PRKD1	0.420903955
CHEK2	MTOR	0.420863309
MAPK3	PAK1	0.420673077
MAPK1	PRKD1	0.420673077
IKBKB	PRKD1	0.420618557
PRKAA1	PRKD1	0.420265781
IKBKB	SRC	0.41997264
ATM	RAF1	0.419795222
PDGFRB	JAK2	0.419753086
MAPK1	PAK1	0.419664269
AKT1	PRKCZ	0.419354839
PRKCZ	PRKD1	0.419354839
RPS6KA1	PAK1	0.418867925
PRKCZ	CAMK2A	0.418604651
CDK1	PRKCD	0.418402778
MAPK3	PRKCZ	0.418269231
IKBKB	CDK1	0.417744917
PAK1	PRKCZ	0.417670683
ERBB2	SRC	0.416201117
CHEK2	RPS6KB1	0.416193182
MAPK1	PRKCZ	0.415568862
JAK2	RPS6KA1	0.415478615
EGFR	CAMK2A	0.415267176
ATM	GSK3A	0.414781297
IKBKB	EGFR	0.4144
GSK3A	PRKD1	0.414285714
CHEK2	MAPK8	0.4140625
CHEK1	GSK3B	0.413793103
GSK3B	PRKD1	0.413333333
IKBKB	PRKCZ	0.411885246
ERBB2	PTK2B	0.411646586
PRKCD	PRKCA	0.411392405
CHEK1	AKT1	0.411347518
AKT1	PRKD1	0.410926366
ATM	RPS6KA1	0.410619469
SIK2	SIK1	0.410596026
ERBB2	GSK3A	0.410596026
PDPK1	GSK3B	0.410396717
JAK2	PRKCD	0.410309278
ERBB2	PAK1	0.410147992
ERBB2	PTK2	0.409984871
MAP2K1	PRKCZ	0.409345794
JAK2	MTOR	0.409090909
MTOR	PTK2B	0.409090909
IKBKB	PTK2B	0.408914729
CHEK2	MAPK14	0.408839779
MAPK10	MAP3K11	0.408450704
MAPK8	PRKD1	0.408320493
MET	RET	0.408219178
GSK3A	PRKAA2	0.407917384
MTOR	PAK1	0.407732865
NTRK1	NTRK2	0.406593407
PDPK1	MAPK14	0.406469761
JAK2	MAP2K1	0.406438632
PAK3	CHEK2	0.405867971
CHUK	RPS6KA1	0.405857741
CHEK2	PRKAA1	0.405315615
PDPK1	RAF1	0.405204461
CHEK1	RAF1	0.404973357
MET	PDGFRB	0.404761905
IKBKB	ATM	0.404580153
CHEK1	EGFR	0.403100775
PRKCZ	PRKCA	0.402654867
MAPK8	CAMK2A	0.401785714
JAK2	PRKD1	0.401727862
MTOR	CAMK2A	0.401694915
PDPK1	PRKCZ	0.400414938
ATM	MAP2K1	0.40034965
IKBKB	MAPK3	0.400240385
CHEK1	PTK2	0.399713467
CHEK2	GSK3B	0.399467377
CHEK2	EGFR	0.399371069
IKBKB	MAPK1	0.399280576
RPS6KA1	PRKD1	0.399253731
ERBB2	MAP2K1	0.399217221
CHUK	ATM	0.399168399
MET	EGFR	0.398601399
CHEK2	RAF1	0.398198198
IKBKB	AKT1	0.398092968
EIF2AK3	ERN1	0.397849462
CDK1	PDPK1	0.39703154
CHEK1	MAPK3	0.396937574
RAF1	CAMK2A	0.396907216
RAF1	PRKCZ	0.396797153
MAP2K1	PRKD1	0.396296296
IKBKB	PTK2	0.395620438
PDPK1	PTK2	0.395555556
PDPK1	SRC	0.395095368
CHEK1	GSK3A	0.395023328
PTK2B	PRKCZ	0.394736842
PDGFRB	PTK2B	0.394572025
ERBB2	PRKCD	0.394422311
CHEK1	MAPK1	0.394366197
PDPK1	MAP2K1	0.394230769
ERBB2	RPS6KA1	0.394117647
MAP2K1	CAMK2A	0.393939394
ERBB2	PDGFRB	0.393867925
JAK2	SRC	0.393854749
JAK2	PRKAA1	0.393728223
SGK3	SGK2	0.393442623
CHEK1	SRC	0.393421053
ERBB2	RET	0.393203883
IKBKB	PAK1	0.393145161
ERBB2	GSK3B	0.392905866
PAK1	PRKD1	0.392504931
CHEK2	AKT1	0.391971665
PDPK1	RPS6KA1	0.391891892
PDPK1	MAPK8	0.391509434
CDK1	PRKCZ	0.391459075
CHUK	CDK1	0.391304348
LCK	MET	0.391061453
MTOR	PRKAA2	0.390804598
PDGFRB	PTK2	0.390697674
JAK2	PTK2B	0.390688259
PTK2B	CAMK2A	0.389891697
PAK3	CDK2	0.389645777
INSR	PRKAA1	0.389565217
MTOR	PRKD1	0.389565217
RPS6KA1	CAMK2A	0.389285714
INSR	JAK2	0.388758782
RPS6KB1	PRKAA2	0.388392857
PDPK1	MAPK1	0.387484958
SYK	ZAP70	0.386885246
PDPK1	MAPK3	0.386746988
INSR	SRC	0.386648122
INSR	EGFR	0.386513158
JAK2	GSK3A	0.386401327
PDPK1	AKT1	0.386363636
PRKD1	CAMK2A	0.386363636
JAK2	RPS6KB1	0.386297376
JAK2	PTK2	0.385779123
MET	JAK2	0.385390428
RPS6KA5	RPS6KA1	0.385135135
ERBB2	JAK2	0.383219955
CSF1R	MET	0.38317757
INSR	PDGFRB	0.38313253
CDK1	PAK1	0.382716049
PTK2B	PRKCA	0.382716049
JAK2	CHUK	0.382566586
PDGFRB	RPS6KA1	0.382413088
ERBB2	MTOR	0.381818182
CHUK	MAPK8	0.381818182
CDK1	PRKD1	0.381625442
ERBB2	RPS6KB1	0.381428571
ATM	PRKCD	0.381370826
CHUK	MTOR	0.381226054
PRKAA1	STK11	0.381132075
MAPK8	PRKAA2	0.380952381
MAPK9	PAK1	0.380846325
JAK2	RAF1	0.379962193
CHEK2	MAPK3	0.379269729
LCK	JAK2	0.37913486
JAK2	MAPK8	0.378812199
INSR	PRKCZ	0.378723404
PAK3	CHEK1	0.378504673
CHEK2	MAPK1	0.378378378
ERBB2	MAPK8	0.377952756
JAK2	PRKCZ	0.377919321
FYN	PTK2B	0.377777778
CDK1	CAMK2A	0.37755102
OXSR1	WNK1	0.377358491
NPR2	NPR1	0.377358491
CHEK1	RPS6KA1	0.37704918
CHUK	CHEK1	0.376906318
CHUK	MAP2K1	0.376782077
CHEK2	PTK2	0.376251788
MAP2K6	MAP2K3	0.376146789
PDGFRB	PRKD1	0.375545852
CHUK	RAF1	0.375486381
ERBB2	MAPK1	0.375451264
RPS6KA5	RPS6KA3	0.375
ERBB2	MAPK14	0.375
ERBB2	MAPK3	0.374698795
FYN	PAK1	0.374117647
JAK2	MAPK14	0.373765867
MAP2K1	PRKCA	0.373493976
RPS6KA1	PRKAA2	0.373225152
SYK	LCK	0.373177843
PTK2	PRKAA2	0.373088685
STK11	PRKAA2	0.372972973
INSR	PRKD1	0.372881356
PRKD1	PRKCA	0.372294372
PRKCD	PRKCE	0.372037915
PAK1	CAMK2A	0.371962617
CHUK	PRKCD	0.371369295
MAPK9	MTOR	0.371153846
PDPK1	PTK2B	0.371153846
ERBB2	PRKCZ	0.371134021
INSR	RPS6KB1	0.370851371
INSR	MTOR	0.370848708
MTOR	PRKCA	0.370300752
PRKCD	PRKCB	0.370288248
JAK2	ATM	0.37007874
INSR	PTK2	0.369760479
EPHB2	EPHA4	0.369565217
ERBB2	AKT1	0.369487485
PAK3	MAPKAPK2	0.369369369
JAK2	GSK3B	0.369209809
JAK2	CDK1	0.369114878
INSR	GSK3A	0.368852459
MET	PRKD1	0.368778281
CHUK	GSK3A	0.368686869
JAK2	PDPK1	0.368653422
INSR	MAP2K1	0.368627451
INSR	MAPK8	0.368421053
RPS6KA1	PRKCA	0.368209256
CHUK	CHEK2	0.368070953
CHUK	PRKAA1	0.367957746
ERBB2	PDPK1	0.367741935
CHEK2	GSK3A	0.36744186
NTRK1	RET	0.367164179
CHEK1	MAP2K1	0.366906475
CDK1	PTK2B	0.366666667
CHEK2	SRC	0.366492147
MAPKAPK2	CHEK2	0.36626506
IKBKB	PRKAA2	0.365853659
ERBB2	INSR	0.365470852
MAP3K7	CHUK	0.365384615
MET	PTK2B	0.365180467
GSK3B	PRKAA2	0.365145228
KIT	PDGFRB	0.365030675
PAK3	CDK1	0.364948454
FYN	LCK	0.364942529
RET	EGFR	0.364864865
PRKCD	CAMK2A	0.364768683
KDR	PAK1	0.364485981
PDGFRB	PRKCZ	0.363636364
PDPK1	PRKD1	0.363636364
PDGFRB	SRC	0.363509749
MAPK8	PRKCA	0.363489499
CSF1R	PDGFRB	0.363372093
INSR	CAMK2A	0.362903226
PAK3	ATM	0.362850972
IKBKB	CHEK1	0.362745098
PDGFRB	PRKCD	0.362704918
ERBB2	PRKD1	0.362704918
LCK	PTK2B	0.362660944
CHUK	PAK1	0.362255965
PDPK1	PAK1	0.362173038
SYK	JAK2	0.361979167
CHEK2	MAP2K1	0.361974406
KDR	JAK2	0.361757106
ATM	PAK1	0.361663653
GSK3A	PRKCA	0.361525705
CDK2	EGFR	0.361386139
MAPK7	JAK2	0.361271676
MAPK9	PTK2B	0.360995851
IKBKB	PDPK1	0.360824742
MTOR	SGK1	0.36
PRKCZ	PRKAA2	0.359913793
ERBB2	IKBKB	0.359832636
PAK1	PAK2	0.35978836
KDR	KIT	0.359589041
CAMK2A	PRKCA	0.359342916
CHEK2	PDPK1	0.359183673
EGFR	PRKCA	0.359016393
MET	MAP2K1	0.358921162
MET	PRKCD	0.35881104
MAPK9	MAPK14	0.358789625
CHUK	RPS6KB1	0.358711567
CHUK	MAPK14	0.358571429
LCK	PDGFRB	0.358441558
MAPK9	IKBKB	0.358108108
CHUK	PRKCZ	0.35791757
CHUK	PRKD1	0.35791757
PDGFRB	MAP2K1	0.357285429
CHEK1	PRKCD	0.35701275
KDR	PTK2B	0.356673961
PRKCD	PRKAA2	0.356415479
LCK	PRKCD	0.356223176
JAK2	MAPK1	0.356197353
MET	PTK2	0.356143079
KIT	CSF1R	0.356060606
MAPK14	PRKAA2	0.356028369
JAK2	MAPK3	0.355421687
JAK2	AKT1	0.355263158
CAMK2A	CAMK2B	0.355163728
INSR	GSK3B	0.354925776
PDPK1	CAMK2A	0.354527938
PDGFRB	RAF1	0.354285714
KDR	ERBB2	0.354114713
KDR	EGFR	0.353658537
PRKAA1	PRKCA	0.353448276
JAK2	PAK1	0.353430353
INSR	MAPK1	0.353365385
MET	IKBKB	0.353211009
RET	RAF1	0.352826511
MAPK9	ERBB2	0.352803738
CDK2	RPS6KB1	0.352685051
RPS6KB1	PRKCA	0.352601156
FYN	LYN	0.352517986
SRC	PRKCA	0.35213205
IKBKB	CHEK2	0.351888668
CDK2	MAP2K1	0.351888668
PDPK1	MAP3K5	0.351421189
INSR	MAPK14	0.351388889
FYN	PDGFRB	0.35106383
STK4	LATS1	0.350993377
INSR	MAPK3	0.350961538
ERBB2	CDK1	0.350909091
PTK2	PRKCA	0.350824588
CHUK	GSK3B	0.350756534
STK39	WNK1	0.350746269
LCK	RAF1	0.35059761
PRKCA	PRKCE	0.35042735
PAK3	PDPK1	0.350364964
CHUK	EGFR	0.350328947
ABL1	ATM	0.350318471
JAK2	JAK1	0.350299401
INSR	PRKCD	0.349802372
KDR	MET	0.349162011
CDK2	RAF1	0.34914611
JAK2	PRKAA2	0.348946136
GSK3B	PRKCA	0.348773842
MAPK9	GSK3A	0.34840871
IKBKB	CAMK2A	0.347744361
INSR	RPS6KA1	0.347572816
KDR	MAP2K1	0.347547974
INSR	RAF1	0.347504621
PDPK1	PRKCA	0.347438753
RET	PRKD1	0.347252747
IGF1R	ERBB2	0.347222222
PAK3	MET	0.347222222
LCK	IKBKB	0.347222222
MAPK9	RPS6KA1	0.346855984
ATM	PTK2B	0.346416382
KIT	MET	0.346153846
SRC	PRKAA2	0.346153846
INSR	AKT1	0.346016647
MAP2K1	PRKAA2	0.345849802
RET	PAK1	0.345733042
PRKD1	PRKAA2	0.345415778
RPS6KA5	CHUK	0.345205479
MET	RAF1	0.345098039
KIT	JAK2	0.344927536
CAMK2A	PRKAA2	0.344897959
CHUK	PTK2	0.344879518
CDK2	PTK2	0.344827586
RET	MAP2K1	0.344827586
ABL1	CDK1	0.344758065
MET	GSK3A	0.344651952
ABL1	CDK2	0.34464752
LCK	PRKD1	0.344594595
CAMK2A	STK11	0.344370861
IKBKB	SGK1	0.344339623
MAPK9	RAF1	0.344230769
MAPKAPK2	CHEK1	0.344110855
KDR	PRKD1	0.344110855
PAK1	PRKAA2	0.343949045
KDR	PDGFRB	0.343915344
MAP2K2	PAK1	0.343825666
PDGFRB	GSK3A	0.34375
PDPK1	PRKAA2	0.34375
INSR	PRKAA2	0.343457944
CHEK1	PAK1	0.343396226
CHEK2	PRKDC	0.343324251
PRKD1	PRKCB	0.343317972
CHEK1	PDPK1	0.343195266
MAPK14	PRKCA	0.343137255
MAPK9	RPS6KB1	0.343065693
PDGFRB	RPS6KB1	0.342939481
MET	PAK1	0.342920354
CAMK2A	PRKCB	0.342857143
ABL1	CHEK2	0.342592593
CHEK2	RPS6KA1	0.342391304
KDR	MAPK7	0.342192691
PAK3	CHUK	0.342175066
ATM	PDPK1	0.342007435
SYK	MET	0.341736695
FYN	MET	0.341666667
RET	PRKCD	0.341614907
MAPK9	GSK3B	0.341597796
KDR	RET	0.341530055
RET	PTK2	0.341463415
CDK2	MAPK14	0.341292135
CSF1R	RET	0.341246291
MAPK9	CDK1	0.341040462
FYN	PRKD1	0.341013825
RET	PDGFRB	0.34079602
MAPK3	PRKCA	0.34057971
CHEK2	PAK1	0.340384615
FYN	PRKCA	0.340314136
JAK2	PRKCA	0.340277778
GSK3A	SGK1	0.340277778
CDK1	PRKAA2	0.34026465
PRKCZ	PRKCB	0.340229885
INSR	PAK1	0.340206186
CDK2	MTOR	0.340110906
ERBB2	PRKAA1	0.339901478
PRKCZ	PRKCE	0.339901478
INSR	PTK2B	0.33984375
RET	SRC	0.339832869
MAPK1	PRKCA	0.339759036
CHEK1	PRKD1	0.339622642
LCK	MAP2K1	0.339544513
CHUK	SRC	0.339285714
RAF1	PRKCA	0.338951311
PAK1	PRKCA	0.338947368
LCK	ATM	0.338877339
EGFR	PRKAA2	0.338735818
ATM	PRKD1	0.338680927
LCK	RET	0.338624339
MET	PRKCZ	0.338495575
BRAF	RAF1	0.338461538
CDK1	PRKCA	0.338345865
RPS6KA5	IKBKB	0.338164251
LCK	ERBB2	0.338129496
MAPKAPK2	PAK1	0.337962963
KDR	PRKCZ	0.337931034
MAPK9	SRC	0.337482711
SYK	IKBKB	0.337292162
CDK2	GSK3A	0.337152209
PDGFRB	IKBKB	0.336956522
PTK2B	SGK1	0.336909871
RET	RPS6KA1	0.336713996
IGF1R	MET	0.336477987
ATM	PRKCZ	0.336298932
MET	MAPK8	0.336065574
CHEK1	AURKA	0.335802469
PRKAA1	SGK1	0.335753176
PDGFRB	PDPK1	0.335555556
FYN	PRKCD	0.335497835
PDGFRB	MAPK8	0.3354531
LCK	PTK2	0.335394127
MAPK9	PRKCD	0.335378323
ZAP70	MET	0.335311573
CDK2	PRKAA1	0.335042735
MAPK9	EGFR	0.334975369
PAK3	MAP2K1	0.334736842
CHEK1	PRKCZ	0.334586466
INSR	PDPK1	0.334051724
RPS6KA5	MAP2K1	0.334051724
IKBKB	PRKCA	0.334051724
RET	PTK2B	0.334016393
JAK2	CHEK1	0.33401222
PAK3	GSK3A	0.333910035
MAPK3	PRKAA2	0.33373494
AKT1	PRKAA2	0.333732057
PAK7	PAK6	0.333333333
KDR	SYK	0.333333333
CSF1R	ERBB2	0.333333333
ERBB2	ATM	0.333333333
RET	GSK3A	0.333333333
LCK	EGFR	0.333333333
GSK3A	STK11	0.333333333
RAF1	PRKAA2	0.333333333
CHEK1	PRKDC	0.333333333
MAPK1	PRKAA2	0.332932692
MAPK9	PTK2	0.332831325
MAPK9	PRKAA1	0.332755633
MAPK9	ATM	0.332665331
MAP2K1	PRKCB	0.332631579
CHUK	PDPK1	0.332589286
CSF1R	MAP2K1	0.33258427
PRKCZ	STK11	0.332568807
AKT1	PRKCA	0.332538737
RET	INSR	0.332535885
CHUK	PRKAA2	0.33253012
IKBKB	PRKCE	0.332493703
MAP3K7	IKBKB	0.332425068
KDR	CSF1R	0.332278481
CHEK2	PRKCD	0.332116788
ATM	PRKAA2	0.332023576
PDGFRB	MAPK1	0.331730769
RET	MAPK8	0.33171521
CHEK2	AURKA	0.33164557
ABL1	MET	0.331521739
MET	CDK1	0.331384016
ERBB2	CHEK1	0.331349206
KDR	RAF1	0.331325301
ERBB2	CDK2	0.331081081
PDGFRB	MAPK3	0.330926594
FYN	PTK2	0.330721003
PDGFRB	PAK1	0.330526316
PDGFRB	MTOR	0.330275229
MET	PDPK1	0.330254042
PDPK1	SGK1	0.330143541
CHUK	CDK2	0.330120482
PDGFRB	MAPK14	0.330083565
PTK2B	PRKAA2	0.330019881
PAK3	RAF1	0.33
INSR	IKBKB	0.329831933
CSF1R	IGF1R	0.32967033
CDK2	PDPK1	0.329646018
KIT	IGF1R	0.329411765
PDGFRB	AKT1	0.329355609
PAK3	EGFR	0.329351536
ATM	CAMK2A	0.329351536
PAK3	ERBB2	0.329268293
CDK2	MAPK8	0.329113924
PAK3	RPS6KA1	0.329113924
FGFR1	KIT	0.328828829
PAK3	MTOR	0.328767123
INSR	PRKCA	0.328735632
MET	SRC	0.328690808
ABL1	PAK3	0.328611898
MET	RPS6KA1	0.328571429
CDK2	AURKA	0.328530259
BTK	ZAP70	0.328244275
FYN	EGFR	0.328205128
ABL1	CHEK1	0.328125
MAPKAPK2	CDK2	0.328042328
MAPK9	MAP2K1	0.328031809
MAPKAPK2	CHUK	0.328
CDK2	AKT1	0.327771156
KIT	SYK	0.327702703
PRKCD	SGK1	0.327623126
TBK1	IKBKE	0.327586207
IGF1R	PDGFRB	0.327433628
CHUK	SGK1	0.327225131
PDGFRB	GSK3B	0.32705249
CDK2	GSK3B	0.32705249
FYN	RET	0.327027027
RPS6KA1	PRKCB	0.327004219
CDK2	MAPK1	0.326946108
MAPK9	CHUK	0.326781327
MET	MAPK14	0.326676177
MAPKAPK2	CDK1	0.326572008
PRKAA2	PRKCA	0.326241135
ATR	TRIM28	0.326203209
KDR	PDPK1	0.326139089
CDK2	MAPK3	0.326139089
CSF1R	JAK2	0.326086957
RET	MTOR	0.325842697
MET	MTOR	0.325757576
CDK2	RPS6KA1	0.325490196
CHUK	PTK2B	0.325349301
MAPK7	PDPK1	0.325333333
TIE1	TEK	0.325301205
